Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
ketnoinguoiviet.com,Ket Noi Nguoi Viet,≤100,1
Seven Knots Productions,These ads ran without a disclaimer,≤100,1
"New Directions Counseling Services, LLC","New Directions Counseling Services, LLC",≤100,1
Suncoast Professional Firefighters & Paramedics IAFF Local 2546,"Firefighters & Paramedics for Public Safety, 740 Commerce Drive – Suite 1, Venice, FL  34292, independently of any candidate or committee.",≤100,1
OZY World,OZY Media,≤100,10
Helicopter Helmet LLC,These ads ran without a disclaimer,≤100,1
Jacobson Clergy Tax Service,These ads ran without a disclaimer,≤100,1
"Syracuse, NY Local",These ads ran without a disclaimer,≤100,1
Little O’s Bows,These ads ran without a disclaimer,≤100,1
Eastern Environmental Law Center,Eastern Environmental Law Center,≤100,1
Hope Journey,These ads ran without a disclaimer,≤100,2
Front Porch Newspaper,These ads ran without a disclaimer,≤100,1
"Empowering Strategies, LLC",Marcus J. Echols,≤100,2
Amani Festival,Amani Festival,≤100,1
Dunkin',These ads ran without a disclaimer,≤100,1
Iron Crow Theatre,These ads ran without a disclaimer,≤100,1
Arizona Autism Charter Schools,These ads ran without a disclaimer,≤100,1
Oklahoma Local News,These ads ran without a disclaimer,≤100,2
The "I Love U Guys" Foundation,These ads ran without a disclaimer,≤100,1
The Water Guys,These ads ran without a disclaimer,≤100,3
Zerovana,These ads ran without a disclaimer,≤100,1
The Spirit of Business with Antonio,These ads ran without a disclaimer,≤100,1
Coral Reef Alliance,the Coral Reef Alliance,≤100,5
VoteVerhine,Clyde Verhine,≤100,1
Point Of The Mountain Politics,Point of the Mountain Politics,≤100,1
Mountain Clear Water,These ads ran without a disclaimer,≤100,2
Aina Momona,These ads ran without a disclaimer,≤100,1
The REALTYgram,These ads ran without a disclaimer,≤100,1
Hebrew Israelite Seed of Abraham Tribe of Judah Disciple of Christ,Unrealistic Faith,≤100,1
Climb Credit,These ads ran without a disclaimer,≤100,1
The Warrior Code,These ads ran without a disclaimer,≤100,2
First Flight Out,First Flight Out,≤100,1
Earthcomix,Edward Cramer,≤100,1
The Man Cave,The Man Cave,≤100,1
Axle Lending,These ads ran without a disclaimer,≤100,1
Alaska Climate Action Network,These ads ran without a disclaimer,≤100,1
Marine Fish Conservation Network,the Marine Fish Conservation Network,≤100,1
Robert S. Torres,Robert Torres for City Council,≤100,2
Complete Health Benefit Solutions,"Complete Health Benefit Solutions, LLC",≤100,1
Mariposas Collective,These ads ran without a disclaimer,≤100,1
Free the Grapes!,Free the Grapes!,≤100,3
Forester,These ads ran without a disclaimer,≤100,2
Whimsical Wolf,These ads ran without a disclaimer,≤100,1
You Ready Grandma,You Ready Grandma,≤100,2
Gable's Bakery,These ads ran without a disclaimer,≤100,1
Wind River Microbes,These ads ran without a disclaimer,≤100,1
Sin City Krav Maga & Fitness,These ads ran without a disclaimer,≤100,1
Shanell Williams for District 5 Supervisor,Shanell Williams for District 5 Supervisor 2019 FPPC# 1411660,≤100,1
Michael Smalley at Waterstone Mortgage NMLS #289846,These ads ran without a disclaimer,≤100,1
SC Interfaith Power & Light,These ads ran without a disclaimer,≤100,1
Branded Collective,These ads ran without a disclaimer,≤100,1
Italian American Police Association of WNY,These ads ran without a disclaimer,≤100,1
Always Best Care Senior Services of Solano County,These ads ran without a disclaimer,≤100,1
Hy-Lo News,Hy-Lo News (A Product of Tate Media Enterprises),≤100,1
Stars Stripes and Strings,Stars Stripes and Strings Inc,≤100,2
Liquid Dreams,These ads ran without a disclaimer,≤100,2
Hunt County GOP Club,Hunt County GOP Club,≤100,1
Chrome Athletics,Chrome Athletics LLC,≤100,2
Diana Holmes City Councilor Ward 6,Diana Holmes Campaign,≤100,1
OFFERING Brand,These ads ran without a disclaimer,≤100,1
Excellus BlueCross BlueShield,These ads ran without a disclaimer,≤100,1
"Spain Commercial, Inc.",These ads ran without a disclaimer,≤100,1
Imani Milele Children,These ads ran without a disclaimer,≤100,1
"On The Level, LLC",These ads ran without a disclaimer,≤100,1
Dearest N. Dolo,These ads ran without a disclaimer,≤100,2
Conservative Christians of Tennessee,Conservative Christians of Tennessee,≤100,1
Colorado Circles for Change,These ads ran without a disclaimer,≤100,1
1% for the Planet,These ads ran without a disclaimer,≤100,1
2019 Commemoration,These ads ran without a disclaimer,≤100,1
Center for Arms Control and Non-Proliferation,Center for Arms Control and Non-Proliferation,≤100,1
Californians for Beto O'Rourke,Yi Ding,≤100,1
Climate Listening Project,These ads ran without a disclaimer,≤100,2
Wildlife Conservation Network,Wildlife Conservation Network,≤100,1
Ecology Center,These ads ran without a disclaimer,≤100,1
Mary Watts for Santa Rosa City Council,Mary Watts for City Council 2018,≤100,1
Greater Cincinnati Politics 2.0,Howard M. Konicov,≤100,1
Oregon Food Bank,These ads ran without a disclaimer,≤100,1
Boston Medical Center,These ads ran without a disclaimer,≤100,1
Braxill,These ads ran without a disclaimer,≤100,2
The Appeal - Blog,These ads ran without a disclaimer,≤100,1
Hopkins Consulting Group LLC,These ads ran without a disclaimer,≤100,1
Tableau Magazine,Tableau Magazine,≤100,5
Bear Yuba Land Trust,These ads ran without a disclaimer,≤100,1
Francesca Alderisi,These ads ran without a disclaimer,≤100,3
ScooterLoop,These ads ran without a disclaimer,≤100,1
The Philadelphia Trumpet,These ads ran without a disclaimer,≤100,2
BioSip,These ads ran without a disclaimer,≤100,1
Lynn Makris - Arbonne Independent Consultant,These ads ran without a disclaimer,≤100,1
Crown Jewels Fashion,These ads ran without a disclaimer,≤100,2
TMD Enterprises,TMD Enterprises,≤100,2
World Economic Forum,These ads ran without a disclaimer,≤100,2
SURE SHOT,These ads ran without a disclaimer,≤100,1
Right On Campus Inc.,Right on Campus Inc.,≤100,1
Community Alliance for Global Justice,Community Alliance for Global Justice,≤100,1
Jesse James,Jesse James,≤100,1
Gadsden Metal Art,These ads ran without a disclaimer,≤100,1
The Shoe That Grows,Because International,≤100,1
Kashmir Education Initiative,These ads ran without a disclaimer,≤100,1
Area Agency on Aging for Southwest Florida,These ads ran without a disclaimer,≤100,2
Fitwall,These ads ran without a disclaimer,≤100,1
Paycheckology,These ads ran without a disclaimer,≤100,1
Bill Bartholomew,These ads ran without a disclaimer,≤100,1
Rising Sun Landscape Maintenance,These ads ran without a disclaimer,≤100,2
Aaron Duba at Waterstone Mortgage NMLS #1525206,These ads ran without a disclaimer,≤100,1
Persecution Sunday,Persecution Sunday (a resource of Advancing Native Missions),≤100,2
Hagen in the Grainbox,These ads ran without a disclaimer,≤100,1
Lewis Landscaping,These ads ran without a disclaimer,≤100,1
New Mexico For Equine Rights & Open Government,NM for Equine Rights & Open Government,≤100,4
Bartko Foundation,These ads ran without a disclaimer,≤100,1
Mari Montgomery - Huntsville TX City Council - At Large/Pos. 4,pol adv Mari Montgomery,≤100,1
Rural Law Center of New York,These ads ran without a disclaimer,≤100,1
Central Kentucky Legal Services,These ads ran without a disclaimer,≤100,1
Prune Redmond Gallery Manayunk,These ads ran without a disclaimer,≤100,2
Focus Mid-South,Focus Mid-South,≤100,1
WaterLegacy,WaterLegacy,≤100,1
Breath of Curiosity,These ads ran without a disclaimer,≤100,5
The Spiggle Law Firm,These ads ran without a disclaimer,≤100,1
Linda Sperling for Board of Supervisors,Sperling for Springfield Supervisor,≤100,2
Con Ramfis D. Trujillo hasta el final,These ads ran without a disclaimer,≤100,2
Film Florida,Film Florida,≤100,1
Kevin D. Schultz RN,These ads ran without a disclaimer,≤100,1
Waitt Foundation,These ads ran without a disclaimer,≤100,2
Surfrider Foundation Kauai Chapter,These ads ran without a disclaimer,≤100,1
Democratic Socialists of America - Louisville,Democratic Socialists of America - Louisville,≤100,1
San Juan Water District,These ads ran without a disclaimer,≤100,1
Barron County Republican Party,Barron County Republican Party,≤100,1
Virginia Interfaith Center for Public Policy,Virginia Interfaith Center for Public Policy,≤100,1
Ronnie Gonzalez Ministries & FHL Outreach,These ads ran without a disclaimer,≤100,1
Strike Out Slavery,These ads ran without a disclaimer,≤100,1
George Bartol Memorial Scholarship Fund,These ads ran without a disclaimer,≤100,1
Yes! Straws USA,These ads ran without a disclaimer,≤100,2
ReVision Youth,These ads ran without a disclaimer,≤100,1
Alabama Local News,These ads ran without a disclaimer,≤100,5
Alliance for Self-Directed Education,These ads ran without a disclaimer,≤100,1
Signals,These ads ran without a disclaimer,≤100,1
Give America Hope,Give America Hope,≤100,1
Bicycles Against Poverty,These ads ran without a disclaimer,≤100,1
"Rock Hill, SC Local",These ads ran without a disclaimer,≤100,1
Youth Advocacy Foundation,These ads ran without a disclaimer,≤100,1
Street Vision Global INC,These ads ran without a disclaimer,≤100,2
NativeEnergy,These ads ran without a disclaimer,≤100,1
Cincinnati Public Schools,Cincinnati Public Schools,≤100,1
Time,Dirty Laboratory,≤100,1
Engineers Without Borders - Newark Delaware Professional Chapter,Engineers Without Borders Newark Professional Chapter,≤100,1
Big Sur Land Trust,These ads ran without a disclaimer,≤100,1
Assemblyman D. Billy Jones,Friends of Billy Jones,≤100,1
Consulate General of Azerbaijan in Los Angeles,These ads ran without a disclaimer,≤100,1
Bartholomew Consolidated School Corporation,These ads ran without a disclaimer,≤100,1
"Cunningham Pest Control, LLC",These ads ran without a disclaimer,≤100,2
Michigan Local News,These ads ran without a disclaimer,≤100,3
Enel Green Power,These ads ran without a disclaimer,≤100,8
Representative Joey Hood,Joey Hood,≤100,1
South Carolina Local News,These ads ran without a disclaimer,≤100,4
Jaime Barlucea Maldonado,Jaime Barlucea,≤100,1
VA ratify ERA,These ads ran without a disclaimer,≤100,2
yuriy.krylov�,These ads ran without a disclaimer,≤100,1
Indica - news,The following news article is just for political news information and not intended to influence any particular people or section of society.,≤100,2
Rhode Island Local News,These ads ran without a disclaimer,≤100,2
Transparency Texas,These ads ran without a disclaimer,≤100,1
The Peace Exchange,The Peace Exchange,≤100,1
Water Charity,These ads ran without a disclaimer,≤100,1
Sentry View Systems,The AD Leaf,≤100,1
OnlyMoso USA,These ads ran without a disclaimer,≤100,1
The Democratic-Republican blog,Dave Walsh,≤100,1
Ascencia,These ads ran without a disclaimer,≤100,1
Nirchi's Pizza - Front Street,These ads ran without a disclaimer,≤100,1
BadAss Reels,These ads ran without a disclaimer,≤100,1
Triad Associates,These ads ran without a disclaimer,≤100,1
TheJobNetwork,These ads ran without a disclaimer,≤100,2
Henrico GOP,Henrico County Republican Committee,≤100,1
West Shore Plaza,These ads ran without a disclaimer,≤100,1
DemsforBeto,DemsforBeto,≤100,4
Citizens Research Council of Michigan,Citizens Research Council of Michigan,≤100,1
The Haji,These ads ran without a disclaimer,≤100,1
American Foundation for Suicide Prevention- Maine Chapter,These ads ran without a disclaimer,≤100,1
Willy Beaman,These ads ran without a disclaimer,≤100,2
AstridFigueroa Realtor/Broker,These ads ran without a disclaimer,≤100,1
Petland Kendall,These ads ran without a disclaimer,≤100,1
Downtown Denver Rink at Skyline Park,These ads ran without a disclaimer,≤100,1
Sirenas Taínas,These ads ran without a disclaimer,≤100,1
Waiakea,These ads ran without a disclaimer,≤100,3
"Tenant Law Group, PC",These ads ran without a disclaimer,≤100,1
Project Coyote,These ads ran without a disclaimer,≤100,2
Third Coast Grappling Championship,These ads ran without a disclaimer,≤100,1
Friends of Down Syndrome,Friends of Down Syndrome,≤100,1
Cambodia-America Alliance,Cambodia-America Alliance,≤100,1
Denesej Ambassador for Mission of Grace,These ads ran without a disclaimer,≤100,1
Salt. Mall of San Juan,These ads ran without a disclaimer,≤100,3
Impacting Villages In Africa Ministries,These ads ran without a disclaimer,≤100,1
Elec Simon,These ads ran without a disclaimer,≤100,1
Socialist Alternative MN,Socialist Alternative,≤100,1
Little Village Toy & Book Shop,These ads ran without a disclaimer,≤100,1
Cumac: Feeding People and Changing Lives,These ads ran without a disclaimer,≤100,1
Hi Music Player,These ads ran without a disclaimer,≤100,24
Trump Liar In Chief,Joel Denver,≤100,2
Who's Your Iowa Farmer?,These ads ran without a disclaimer,≤100,1
Trunks & Leaves (Inc),These ads ran without a disclaimer,≤100,1
Eagle Rock Church,These ads ran without a disclaimer,≤100,1
Fisher's Peak Ranch,Root House Studio,≤100,1
Nature Needs Half,Nature Needs Half,≤100,1
Modern Juice Company Stuart,These ads ran without a disclaimer,≤100,1
Pennsylvania Local News,These ads ran without a disclaimer,≤100,3
"Marie Finamore, ATC/Have Thumbs, Will Travel",These ads ran without a disclaimer,≤100,1
Public Library of Mount Vernon and Knox County,Public Library of Mount Vernon & Knox County,≤100,1
7th District Town Hall Meeting,7th District Town Hall,≤100,1
Luxholdups,These ads ran without a disclaimer,≤100,2
Viriva Community Credit Union,These ads ran without a disclaimer,≤100,1
Stronger Together Marriage Conference,Stronger Together,≤100,1
Emerald AR Systems,These ads ran without a disclaimer,≤100,1
Institute for Racial Equity,These ads ran without a disclaimer,≤100,1
Hartwig Law LLC,These ads ran without a disclaimer,≤100,1
Berkowitz and Hanna LLC,These ads ran without a disclaimer,≤100,1
Miami-Dade Democrats,Miami-Dade Democrats,≤100,1
Green Philly,Green Philly,≤100,1
"Calvary Lutheran Church Mount Airy, MD",Calvary Lutheran Church,≤100,1
MEP Coalition for Fair Competition,MEP Coalition,≤100,2
I Love Organic Gardening,These ads ran without a disclaimer,≤100,1
Chels Marie Photography,These ads ran without a disclaimer,≤100,1
"Ray McNamara for Commissioner, Pocatello Fire District","Ray McNamara for Commissioner, Pocatello Fire District",≤100,1
MyrtleBeachSC.com,MyrtleBeachSC News,≤100,1
"Celina Vasquez for Justice of the Peace, Pct. 4",Friends of Celina Vasquez for Justice of the Peace,≤100,1
Frank Tribuzio for SD80 Board of Education,Frank Tribuzio,≤100,1
Ah Sustainable Life,These ads ran without a disclaimer,≤100,1
داكترمحمداشرف ايماني سفيرجهاني صلح كانديداي احتمالي رياست جمهوري,These ads ran without a disclaimer,≤100,1
Take Down 'Life of Washington' mural in San Francisco,These ads ran without a disclaimer,≤100,1
HIV.gov,These ads ran without a disclaimer,≤100,1
GenerationX TChad,These ads ran without a disclaimer,≤100,1
Adopt A Need of D's Kids & Community Inc.,Adopt A Need of D's Kids & Community Inc.,≤100,1
BTown Cards,These ads ran without a disclaimer,≤100,1
Nom Nom Teething Co,These ads ran without a disclaimer,≤100,1
Zoo Scoot,These ads ran without a disclaimer,≤100,1
Go Chandler,These ads ran without a disclaimer,≤100,1
Arts Council of Lake Oswego,These ads ran without a disclaimer,≤100,1
President Trump,a private citizen and not authorized by any candidate or candidate's committee",≤100,1
Angelica Atondo,These ads ran without a disclaimer,≤100,1
Dave Walcher,David Walcher,≤100,1
Big Shrimpy,These ads ran without a disclaimer,≤100,1
Sheets & Giggles,These ads ran without a disclaimer,≤100,4
I-90 Wildlife Watch,Conservation Northwest,≤100,1
Building Bridges Transition Centers,These ads ran without a disclaimer,≤100,1
Young Leadership Council (YLC),These ads ran without a disclaimer,≤100,1
Muskegon NETcinity Community APP,These ads ran without a disclaimer,≤100,1
Grounded Vibes,These ads ran without a disclaimer,≤100,1
Armenia Tree Project,These ads ran without a disclaimer,≤100,1
International Campaign for the Rohingya,These ads ran without a disclaimer,≤100,1
Canvas Karma,These ads ran without a disclaimer,≤100,1
Representative Ernest Bailes,Ernest Bailes for Texas,≤100,1
Project DeX,These ads ran without a disclaimer,≤100,1
Ramey Law PC,These ads ran without a disclaimer,≤100,1
Esendom,ESENDOM,≤100,1
Give Trump A Chance,Private Individual,≤100,1
We STAND for USA,We Stand For USA,≤100,1
SEH: Societas Europaea Herpetologica,These ads ran without a disclaimer,≤100,1
Ashtabula County Republican Party,Ashtabula County Republican Party,≤100,1
Student Repayment Solutions,These ads ran without a disclaimer,≤100,1
Loop Industries,These ads ran without a disclaimer,≤100,1
Councilman Rick Miller,Rick Miller,≤100,3
Central Florida Health Plans,These ads ran without a disclaimer,≤100,1
The Success Foundation,These ads ran without a disclaimer,≤100,1
Web Health Reviews,These ads ran without a disclaimer,≤100,1
Taking Steps to Save the Earth,These ads ran without a disclaimer,≤100,1
Primal Ethic,These ads ran without a disclaimer,≤100,1
Keepsakes Plus,Keepsakes Plus,≤100,1
artnet,These ads ran without a disclaimer,≤100,2
Lei of Aloha,These ads ran without a disclaimer,≤100,2
Del Monte Fresh Produce,These ads ran without a disclaimer,≤100,4
The North Park Carnival,These ads ran without a disclaimer,≤100,2
Operation Blessing International,These ads ran without a disclaimer,≤100,1
Pittsburgh Arts & Lectures,Pittsburgh Arts & Lectures,≤100,1
South Dakota Local News,These ads ran without a disclaimer,≤100,2
Meyer Memorial Trust,These ads ran without a disclaimer,≤100,1
David G Frazier for Mayor,David G Frazier for Mayor,≤100,2
Shackleton Initiative Marine Research Centre,These ads ran without a disclaimer,≤100,1
Etiam Tu,David Allen Bragg,≤100,1
Buncombe GOP,Buncombe Republican Party,≤100,2
Earn2Trade,These ads ran without a disclaimer,≤100,1
This Blonde Life,These ads ran without a disclaimer,≤100,2
Veramaris,Veramaris,≤100,16
Ron Granieri's Idea Factory,Ronald Granieri,≤100,1
MAYOR,These ads ran without a disclaimer,≤100,1
Pacific Northwest Precious Plastic start up fund,These ads ran without a disclaimer,≤100,1
Your Local Chrysler Dealer,These ads ran without a disclaimer,≤100,1
Haute Couture Salon,These ads ran without a disclaimer,≤100,1
Sam Cavalcanti,These ads ran without a disclaimer,≤100,1
Salty Patriots,These ads ran without a disclaimer,≤100,1
Superior Health Foundation,These ads ran without a disclaimer,≤100,2
"Patriot Images, LLC",These ads ran without a disclaimer,≤100,1
Liberty First,David Nalle,≤100,1
Laura Stevens,These ads ran without a disclaimer,≤100,1
HHS Group Inc.,These ads ran without a disclaimer,≤100,1
The Soap Rejuvenator,These ads ran without a disclaimer,≤100,1
Tedd Hardy,Tedd Hardy Collection,≤100,2
Otherworld Iron,These ads ran without a disclaimer,≤100,1
Cascade County Democratic Central Committee,"Cascade County Democrats - Bill Strizich, Chair",≤100,1
Prairie Populist,These ads ran without a disclaimer,≤100,1
"Phenomenal Women, Inc.",These ads ran without a disclaimer,≤100,1
Living Restored,These ads ran without a disclaimer,≤100,1
M&Em’s Sweets,These ads ran without a disclaimer,≤100,1
Washington State Local News,These ads ran without a disclaimer,≤100,3
St. Anthony Shrine,These ads ran without a disclaimer,≤100,1
Difference Makers,These ads ran without a disclaimer,≤100,1
National Council of Jewish Women (NCJW),National Council of Jewish Women,≤100,1
Harvesters Ministry,These ads ran without a disclaimer,≤100,1
The Liquid Legacy,These ads ran without a disclaimer,≤100,1
Charlene Laurece,These ads ran without a disclaimer,≤100,1
Moral Minyan of Columbus,These ads ran without a disclaimer,≤100,1
Project Home Steady,Project HomeSteady,≤100,1
Branden Bodendorfer,Branden Bodendorfer,≤100,1
Mike Gallagher,These ads ran without a disclaimer,≤100,1
One Tree Planted,These ads ran without a disclaimer,≤100,1
Thevisoniaries,These ads ran without a disclaimer,≤100,1
Barnes Portraiture,These ads ran without a disclaimer,≤100,1
Georgia Local News,These ads ran without a disclaimer,≤100,3
Queer America Clothing,These ads ran without a disclaimer,≤100,2
Odessa Development Corporation,These ads ran without a disclaimer,≤100,2
BUILD the fences,These ads ran without a disclaimer,≤100,1
BookATL,These ads ran without a disclaimer,≤100,1
Elephant Coupons,These ads ran without a disclaimer,≤100,1
Groupon,These ads ran without a disclaimer,≤100,4
Dr. John Solyman-Money.Doctor,Money.Doctor,≤100,1
Littleton Community Farm,Littleton Community Farm,≤100,1
Deciding Vote,"Deciding Vote, Inc.",≤100,1
The Task Force for Global Health,These ads ran without a disclaimer,≤100,2
Tyler Rivera - Prime Energy Consultant,These ads ran without a disclaimer,≤100,1
"Kirk Richard, WoodmenLife Representative, Louisiana",These ads ran without a disclaimer,≤100,1
Blue Raster,Blue Raster,≤100,1
Bhutanese Community of Cincinnati,These ads ran without a disclaimer,≤100,1
Indiana Latino Expo,These ads ran without a disclaimer,≤100,1
Walmart Ludington,These ads ran without a disclaimer,≤100,1
DC Local,These ads ran without a disclaimer,≤100,4
Political Answers,These ads ran without a disclaimer,≤100,1
Josh Clark for Dale School Board,Josh Clark for Dale School Board,≤100,1
Military Housing Assistance Fund,Military Housing Assistance Fund,≤100,2
Harford County Office of Recycling,These ads ran without a disclaimer,≤100,1
Fine Political Items,Fine Political Items,≤100,1
Small Business Development Center for the Metro East,These ads ran without a disclaimer,≤100,1
The Dirty Candle Company,These ads ran without a disclaimer,≤100,1
Dee Dee,These ads ran without a disclaimer,≤100,2
UNITE HERE!,UNITE HERE,≤100,1
Foundation for Hope and Health in Haiti,These ads ran without a disclaimer,≤100,1
Wesleyan Tabernacle,These ads ran without a disclaimer,≤100,1
Will County Progressives,Will County Progressives,≤100,1
Saved By Nature,Donations to Saved By Nature,≤100,1
Miller Ad Agency,These ads ran without a disclaimer,≤100,1
Central Glass,These ads ran without a disclaimer,≤100,1
World Affairs Council - Seattle,The World Affairs Council of Seattle,≤100,1
Valor Christian College,These ads ran without a disclaimer,≤100,1
Anthony Chavez Group at Your Castle Real Estate,These ads ran without a disclaimer,≤100,1
Sunrun Nor Cal,These ads ran without a disclaimer,≤100,3
Patch of Heaven,These ads ran without a disclaimer,≤100,1
Door County Land Trust,These ads ran without a disclaimer,≤100,1
History and Headlines,History and Headlines,≤100,1
Energy Conservation Works,These ads ran without a disclaimer,≤100,1
Rosamond Community Watchdog,Greg Williams,≤100,1
Bamboo Juices,These ads ran without a disclaimer,≤100,2
Westbrook Connecticut Republican Town Committee,"Harry Ruppenicker Jr, Westbrook Republican Chairman",≤100,1
HUTCH New York,These ads ran without a disclaimer,≤100,1
Kostas Loukos,Kostas Loukos,≤100,1
Liberal Minded Ladies of Substance,Liberal Minded Ladies of Substance,≤100,1
QGendaLife,These ads ran without a disclaimer,≤100,1
Champion Trikes & Sidecars,These ads ran without a disclaimer,≤100,1
Lashoutlashes,These ads ran without a disclaimer,≤100,1
Sea Star Waldorf School,These ads ran without a disclaimer,≤100,1
Purposely Loved by his Grace �,These ads ran without a disclaimer,≤100,1
"Crater Community Hospice, Inc.",These ads ran without a disclaimer,≤100,1
Spiritual and Practical Socialism,Spiritual and Practical Socialism,≤100,1
HITCH OILFIELD,These ads ran without a disclaimer,≤100,2
The Food For Soul Experience LLC,These ads ran without a disclaimer,≤100,1
Carrie Litherland,Carrie Litherland for Mayor of Tallahassee,≤100,1
Lighthouse Mission,These ads ran without a disclaimer,≤100,2
SocialWay Talks,These ads ran without a disclaimer,≤100,2
Rise NWI,RiseNWI,≤100,2
AIN,These ads ran without a disclaimer,≤100,1
Taylor Stitch,These ads ran without a disclaimer,≤100,2
Evie,These ads ran without a disclaimer,≤100,4
VFW Department of Colorado,These ads ran without a disclaimer,≤100,1
Brian Galetto,These ads ran without a disclaimer,≤100,2
YWCA Minneapolis,These ads ran without a disclaimer,≤100,1
Underground Yoga,These ads ran without a disclaimer,≤100,2
Trampoline Zone,These ads ran without a disclaimer,≤100,1
Guardian Scholars Foundation,These ads ran without a disclaimer,≤100,1
North Clinic,These ads ran without a disclaimer,≤100,1
TOTALTEC Oilfield Services Guyana Inc.,These ads ran without a disclaimer,≤100,1
Beth Barts for School Board,Friends of Beth Barts,≤100,1
Eco Friendly Expat,These ads ran without a disclaimer,≤100,1
Steven Jeffrey,These ads ran without a disclaimer,≤100,2
Southwest Virginia Wildlife Center of Roanoke,These ads ran without a disclaimer,≤100,2
Occupy Dims,Occupy,≤100,2
My Personal Pathway to God,These ads ran without a disclaimer,≤100,2
Your Neighborhood Laundromat on Barbour Street,Mark Stewart Greenstein & John Demitrus,≤100,2
Blank Spots,Blank Spots,≤100,1
Melissa Noriega,Melissa Noriega Campaign,≤100,1
"Mx. Anunnaki Ray Marquez, Gender/INTERSEX Activist","Mx. Anunnaki Ray Marquez Intersex Activist: Educator, Speaker and Writer.",≤100,1
Representative John H. Wills,John H. Wills,≤100,1
Rosa Perreo,These ads ran without a disclaimer,≤100,2
Eliot Pattison,These ads ran without a disclaimer,≤100,1
Pottstown Democrats,Pottstown Democrats,≤100,1
Hawaii Local News,These ads ran without a disclaimer,≤100,2
Justin Minott,These ads ran without a disclaimer,≤100,1
City Councillor Alanna Mallon,Alanna Mallon Cambridge City Council,≤100,1
Sownemancipation,These ads ran without a disclaimer,≤100,1
Gary Farrell Vineyards & Winery,These ads ran without a disclaimer,≤100,1
The Salvation Army of Greater Baton Rouge,These ads ran without a disclaimer,≤100,5
Maria Ithinkimfunny Fabian,MARIA FABIAN,≤100,3
Make America United Again,Make America United Again,≤100,1
Boss Audio Systems,These ads ran without a disclaimer,≤100,1
Lively for House,These ads ran without a disclaimer,≤100,1
Chronically Determined,These ads ran without a disclaimer,≤100,2
Richard Becker,Richard Becker,≤100,1
"The Main Street Program, Anderson, SC",These ads ran without a disclaimer,≤100,1
Brothers at Peace,These ads ran without a disclaimer,≤100,2
No Spin Zone Fall River,No Spin Zone Fall River,≤100,2
Don Hanson,Basin Marketplace,≤100,2
Maple Family Dental,These ads ran without a disclaimer,≤100,1
BYYA Knitcraft Exclusive Wool and Linen women wear,These ads ran without a disclaimer,≤100,1
Usman Ghafoor,These ads ran without a disclaimer,≤100,1
GET xi xi,These ads ran without a disclaimer,≤100,1
Absolute Justice,These ads ran without a disclaimer,≤100,1
The Best Videos,These ads ran without a disclaimer,≤100,2
Cicero Mexican Cultural Committee,These ads ran without a disclaimer,≤100,2
Bohemia Apiary,These ads ran without a disclaimer,≤100,1
CEI Hair Schools,These ads ran without a disclaimer,≤100,1
Cincinnati Symphony Orchestra,These ads ran without a disclaimer,≤100,1
Make the Alphabet Great Again,Make the Alphabet Great Again,≤100,1
Oklahoma Cotton Council,Oklahoma Cotton Council,≤100,1
SniffElixir,SniffElixir,≤100,1
Florida Local News,These ads ran without a disclaimer,≤100,2
Ari Hoffman,Ari Hoffman,≤100,2
Duluth Public Schools,These ads ran without a disclaimer,≤100,1
Heywood Hospital,Heywood Healthcare & Coalition to Protect Patient Safety,≤100,1
ThatHelps,These ads ran without a disclaimer,≤100,1
Texas Pastor Council,US Pastor Council,≤100,1
The KCM Crew,These ads ran without a disclaimer,≤100,3
United Way of Metropolitan Dallas,These ads ran without a disclaimer,≤100,2
Iowa Local News,These ads ran without a disclaimer,≤100,7
Life Plans For Bums,These ads ran without a disclaimer,≤100,1
Trans-Border Institute,University of San Diego,≤100,1
Senator Jean A. Forde,the Committee to Elect Jean Forde,≤100,1
Cash for College Alabama,Alabama Possible,≤100,1
Community Office for Resource Efficiency,These ads ran without a disclaimer,≤100,1
Ecuatorianos con Lasso Usa-Canada.,Vicente Carpio Moure,≤100,1
Building Power Together,These ads ran without a disclaimer,≤100,1
ERLC,These ads ran without a disclaimer,≤100,2
Mississippi Local News,These ads ran without a disclaimer,≤100,3
Valparaiso Democratic Committee,Valparaiso Democratic Committee,≤100,1
Collar City Cold Pressed,These ads ran without a disclaimer,≤100,1
"Veteran Wealth Partners, LLC",These ads ran without a disclaimer,≤100,2
Let's Improve Missoula's Reserve Street,These ads ran without a disclaimer,≤100,1
Wisconsin Local News,These ads ran without a disclaimer,≤100,2
TUUCI,These ads ran without a disclaimer,≤100,1
Save Deerfield Beach Nativity,These ads ran without a disclaimer,≤100,2
Armed Community Against Violence,These ads ran without a disclaimer,≤100,3
Presidential Wealth,These ads ran without a disclaimer,≤100,1
Trustee Mike Floyd,Trustee Mike Floyd,≤100,1
"Atlantis Sports Club & Spa, Parsippany",These ads ran without a disclaimer,≤100,1
Pointe Coupee Reporter,PCR Advertising,≤100,1
Cnite Reincarnated Sun,These ads ran without a disclaimer,≤100,1
"Office of Sustainability, City of Austin",City of Austin Office of Sustainability,≤100,1
"Nate Kilton, Plant City Commissioner","Nate Kilton, Plant City Commissioner",≤100,1
Naturalcentric Hair Salon,These ads ran without a disclaimer,≤100,2
Moderate Party .net,Pete Burkindine,≤100,1
