Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Kendra Thompson,These ads ran without a disclaimer,≤100,1
The Max Foundation,These ads ran without a disclaimer,≤100,1
Tint World,These ads ran without a disclaimer,≤100,2
Amnesty International Miami Chapter Group #248,These ads ran without a disclaimer,≤100,1
Monthly Review,Monthly Review Foundation,≤100,1
Mount Canaan Baptist Church,These ads ran without a disclaimer,≤100,1
Suzanne Allegri,These ads ran without a disclaimer,≤100,1
Blue Sky Tiger Sanctuary,Blue Sky Tiger Sanctuary,≤100,2
Anabaptist Mennonite Biblical Seminary,Anabaptist Mennonite Biblical Seminary,≤100,1
Time of Noah Ministries,These ads ran without a disclaimer,≤100,1
Whitmore Lake Public Schools,These ads ran without a disclaimer,≤100,1
Fox 4,Fox 4 WFTX-TV,≤100,1
Person County Republicans,"Person Count GOP, not endorsed by any candidate or candidate committee",≤100,1
CrowdWisdom Politics 360,Indira Mantri,≤100,1
Beaver Ponds Environmental Education Center,These ads ran without a disclaimer,≤100,1
Spring Power & Gas,These ads ran without a disclaimer,≤100,1
Good Sky,David Denomie,≤100,1
Professional Martial Arts Academy Plaistow,These ads ran without a disclaimer,≤100,1
Johnathan Williams,Johnathan Williams,≤100,1
SeattleRestaurantWeek,These ads ran without a disclaimer,≤100,4
Garrett Westhoven for Geauga County Auditor,Garrett Westhoven for Geauga County Auditor,≤100,2
Personal Blog,These ads ran without a disclaimer,≤100,1
Nicholasville-Jessamine County Parks and Recreation,These ads ran without a disclaimer,≤100,1
Liberal Minded Ladies of Substance,Liberal Minded Ladies of Substance,≤100,1
Mercer County Young Democrats,Mercer Co Democratic Party,≤100,1
John Hardy's Bar-B-Q,These ads ran without a disclaimer,≤100,1
UMass Memorial Health Care,These ads ran without a disclaimer,≤100,1
Eric Rayburn For Olive Hill City Council,Eric Rayburn,≤100,2
Indivisibles NC - Indivisible Groups of North Carolina,These ads ran without a disclaimer,≤100,1
Between Friends Outreach Inc,"Between Friends Outreach, Inc",≤100,1
Mission Point Church,These ads ran without a disclaimer,≤100,1
Friends of Jason Jones,Friends of Jason Jones,≤100,1
Shore Buddies,These ads ran without a disclaimer,≤100,1
Amy Mitchell for Judge,Amy Mitchell Campaign,≤100,1
Kclinn,These ads ran without a disclaimer,≤100,1
GunSenseVT,GunSense VT,≤100,1
Talkwithme,These ads ran without a disclaimer,≤100,1
J . A N D R E W M C L E A N,These ads ran without a disclaimer,≤100,2
NOAH - Nashville Organized for Action and Hope,NOAH (Nashville Organized for Action and Hope),≤100,1
Save the Gingers Book,These ads ran without a disclaimer,≤100,1
Cooper's Adventures,These ads ran without a disclaimer,≤100,2
Bethany Kennedy,The Bethany Kennedy Project,≤100,1
Don Libby for Medford,Don Libby for Medford,≤100,2
Florida Food and Brews Festival,These ads ran without a disclaimer,≤100,2
Richard Lestienne Jr.  For Oak Grove Mayor,Richard C. Lestienne Jr.,≤100,1
Mesquite City Councilwoman Annie Black,Friends to Elect Annie Black,≤100,1
Planned Parenthood Mid-Hudson Valley Action,These ads ran without a disclaimer,≤100,1
Methow Valley Citizens Council,Methow Valley Citizens Council,≤100,1
Seaside City Councilmember-elect Jon Wizard,Jon Wizard for City Council 2018,≤100,1
Yanitza Rodríguez,These ads ran without a disclaimer,≤100,1
Geos Institute,These ads ran without a disclaimer,≤100,1
Christiana Rigby for County Council,"Friends of Christiana Rigby; Michele Mercer, Treasurer.",≤100,2
Mary Anne Ackerman For Mayor,Committee to elect Mary Anne Ackerman as Mayor,≤100,1
Richard Becker,Richard Becker,≤100,1
"Orlando, FL Local",These ads ran without a disclaimer,≤100,1
Water Landscape Lviv,These ads ran without a disclaimer,≤100,1
OutRight Action International,OutRight Action International,≤100,6
Evonomics: The Next Evolution of Economics,Evonomics,≤100,2
"Cleo Scott Brown, Speaker",History Matters Institute,≤100,1
RYAN BUNDY for Nevada,Ryan Bundy for Governor,≤100,1
Bay Area Healthier Together,These ads ran without a disclaimer,≤100,1
Lisette Mendez for El Monte City School Board,Mendez for El Monte City School Board 2018 #1409218,≤100,1
Fair Districts PA - Centre County,Fair Districts PA,≤100,2
SF Wellness Central,These ads ran without a disclaimer,≤100,1
Jess Olson,Jess Olson for SD Legislature,≤100,1
Corey Mattimore,These ads ran without a disclaimer,≤100,2
Councilmember Rishi Kumar,Kumar for Council 2018 (FPPC Id 1364692),≤100,1
"Jessica Ritch, Realtor with Riverside Realty Services",These ads ran without a disclaimer,≤100,1
eq.eco,These ads ran without a disclaimer,≤100,2
Elect Tandy Dunn Beaufort County Commissioner,The Committee  to Elect Tandy Dunn,≤100,1
LAVENDER LION | Kati Bennett,These ads ran without a disclaimer,≤100,1
Space Coast Young Republicans,Space Coast Young Republicans,≤100,1
Third Way,These ads ran without a disclaimer,≤100,2
Homes for Homeless Pets,These ads ran without a disclaimer,≤100,1
Hawaii Local News,These ads ran without a disclaimer,≤100,1
John Hardy's BBQ - South,These ads ran without a disclaimer,≤100,1
Sunsleeper,These ads ran without a disclaimer,≤100,2
Stephen R. Deutsch for Charlotte County Commissioner,Campaign for Stephen R Deutsch Republican for Charlotte County Commissioner District 4,≤100,1
Citizens for Affordable Living MB,Joyce Ford,≤100,1
Kimberly Meredith,These ads ran without a disclaimer,≤100,1
Texas Watch,"Texas Watch, Ware V. Wendell, Executive Director, 2121 E. 6th Street, Suite 201, Austin, Texas 78702",≤100,1
Hardin County Iowa Democrats,Hardin County Iowa Democrats,≤100,1
Glenville Foodland,These ads ran without a disclaimer,≤100,1
The Green Thumb,The Green Thumb,≤100,5
The Armchair Observer,Nancy Brisson (Nancy L Brisson),≤100,1
Malheur County Republican Central Committee,Malheur County Republican Central Commitee,≤100,1
"Hernando County Professional Firefighters, IAFF Local 3760",Firefighters for a Better Hernando (Political Action Committee),≤100,1
Aaron Ley for Bristol Town Council,Friends of Aaron Ley,≤100,1
WorldChanging Media,These ads ran without a disclaimer,≤100,1
Nobody Leaves Mid-Hudson,Nobody Leaves Mid-Hudson,≤100,1
Goofy Old Paranoids,Goofy Old Paranoids,≤100,1
Sisters Committee of ISGH,These ads ran without a disclaimer,≤100,1
Vote Out Mike,"Republicans for Dr. Butler, Inc.",≤100,1
Scott Steelman for City Council 2018,Scott Steelman,≤100,1
Pennsylvania Local News,These ads ran without a disclaimer,≤100,3
Carbed State,These ads ran without a disclaimer,≤100,2
The Maui Miracle,These ads ran without a disclaimer,≤100,1
Moe For Meigs,Moe for Meigs,≤100,1
Necessary Behavior,These ads ran without a disclaimer,≤100,1
Boundless Yoga Studio,These ads ran without a disclaimer,≤100,1
Georgia Local News,These ads ran without a disclaimer,≤100,4
Imagine That,These ads ran without a disclaimer,≤100,4
JM for Judge of 93rd District Court - Jennifer Morales,"JENNIFER MORALES CAMPAIGN FUND, JENNIFER MORALES, TREASURER-929 E. ESPERANZA AVE., STE.6; MCALLEN, TX 78501 IN COMPLIANCE WITH THE VOLUNTARY LIMITS OF THE JUDICIAL CAMPAIGN FAIRNESS ACT.",≤100,1
Ener-G-save,These ads ran without a disclaimer,≤100,1
Curt For Chatham,Kevin Sullivan for Chatham Township Committee,≤100,3
Kathy Martin for Wayne County,Friends of Kathy Martin,≤100,1
Trumpkin Voter Remorse Support Group,These ads ran without a disclaimer,≤100,1
Naomi Duerr - Reno City Councilmember,Naomi Duerr,≤100,1
"Vote Shannon Rice for Milton City Council, Ward 2, Seat 1",& Approved by Shannon Rice for Milton City Council Ward 2,≤100,1
NewSuffrage,NewSuffrage,≤100,3
Armstrong Properties - College Station,These ads ran without a disclaimer,≤100,1
Kryssy Wills,These ads ran without a disclaimer,≤100,1
Otter Pass,These ads ran without a disclaimer,≤100,1
Canek Aguirre for Alexandria City Council,Friends of Canek,≤100,2
Northland PACE,These ads ran without a disclaimer,≤100,1
Combat Veterans Motorcycle Association CT Chapter 31-2,These ads ran without a disclaimer,≤100,1
Communities Creating Opportunity (CCO),Communities Creating Opportunity,≤100,1
Last Bottle Clothing,These ads ran without a disclaimer,≤100,1
Jonathan Zagel for Mendota Heights City Council,Committee to Elect Jonathan Zagel,≤100,1
Gayle's Kitchen,Gayle Johnson Smith,≤100,1
2nd Energy,These ads ran without a disclaimer,≤100,1
South Dakota Republican Party,South Dakota Republican Party,≤100,1
Stutter Box Productions,These ads ran without a disclaimer,≤100,1
Asambleas De Dios Iglesia Triunfante,These ads ran without a disclaimer,≤100,1
Veterans Plus Assistance Corporation,These ads ran without a disclaimer,≤100,1
Fahrenheit451BookStore  Books N Blogs,These ads ran without a disclaimer,≤100,1
DeFelice Creative,These ads ran without a disclaimer,≤100,1
Owner Manny’s Insurance Agency,These ads ran without a disclaimer,≤100,2
Montana Local News,These ads ran without a disclaimer,≤100,2
Triton Legal PLC,These ads ran without a disclaimer,≤100,1
Better Me Bootcamp,These ads ran without a disclaimer,≤100,1
AKA FINE ART by ALONG  • ALONG Artworks Atlanta,These ads ran without a disclaimer,≤100,1
Care Cross Medical Center,These ads ran without a disclaimer,≤100,1
Red Star Ministry,These ads ran without a disclaimer,≤100,1
Kids & Community,Kids & Community,≤100,1
Soldiers' Angels (Official),These ads ran without a disclaimer,≤100,1
Ser o No Ser ese es el Dilema en Puerto Rico,Guillermo Gonzalez,≤100,1
Orvis,These ads ran without a disclaimer,≤100,1
Central New York Community Foundation,Central New York Community Foundation,≤100,2
March To The Polls Rockford,March To The Polls Rockford,≤100,1
Richland County Commissioner Marilyn John,Friends of Marilyn John.,≤100,1
"Center for Community Growth, Indiana PA",Eric Barker,≤100,1
Mary Adams for Westerly School Committee,donations to: Mary Adams for Westerly School Committee,≤100,1
Jennipha,Jennipha-Lauren Nielsen,≤100,1
Seville Power Equipment,These ads ran without a disclaimer,≤100,1
Kenosha County Seekers of Truth,Kenosha County Seekers of Truth,≤100,1
Elect Jim Dring for 1st Ward,Elect Jim Dring,≤100,1
Eversmeyer and Guerrero For Township Committee,Eversmeyer and Guerrero for Township Committee,≤100,2
Commissioner Rod Cleveland,Cleveland for Commissioner 2018,≤100,2
Elect Brandon Bernier,Committee to Elect Brandon Bernier for Council,≤100,2
DoRue,Marianna Wooden,≤100,1
sitecoil.com,These ads ran without a disclaimer,≤100,2
"Corine Pitts, Re-Elect for Erlanger City Council","Corine Pitts, Re-Elect for Erlanger City Council",≤100,1
San Antonio City Council District 7,Ana Sandoval for City Council District 7,≤100,1
Royceann for Supervisor,Royceann for Supervisor,≤100,1
Doug Warner for Cabot City Council Ward 2 Position 1,Doug Warner for Cabot City Council,≤100,2
Phil Diserio - WV House of Delegates,Phil Diserio for WV House of Delegates,≤100,1
Tether Straps,These ads ran without a disclaimer,≤100,1
Earthly Perspective,These ads ran without a disclaimer,≤100,8
Georgetown Neighborhood Alliance,These ads ran without a disclaimer,≤100,1
The Next Gen Network,These ads ran without a disclaimer,≤100,1
Lowcountry Coalition Against Hate,Friends of Lowcountry Coalition Against Hate,≤100,1
Trumped,These ads ran without a disclaimer,≤100,2
Will McVay for Delaware State Representative,Committee to Elect Will McVay,≤100,1
Garfinkel Immigration Law Firm,These ads ran without a disclaimer,≤100,1
Rick Bohn for Larimer County Treasurer,Bohn for Larimer County,≤100,1
Sunjeev Bery,Sunjeev Bery.,≤100,1
Mat Stein,Matthew Stein,≤100,1
PRIDE Patriotic Apparel,These ads ran without a disclaimer,≤100,2
Local Real Estate,These ads ran without a disclaimer,≤100,1
CustomFit360 LLC,These ads ran without a disclaimer,≤100,1
Mid-Mo NORML,Mid-Missouri NORML as an in-kind contribution to New Approach Missouri,≤100,3
Jon Hawkins for State Representative -  District 57,Hawkins for 57,≤100,1
United Way Fox Cities,United Way Fox Cities,≤100,2
Make America Smart Again,Concerned Voters,≤100,1
District Judge Deborah "Kim" Christopher,Citizens to ReElect District Judge Deborah "Kim" Christopher,≤100,1
MINNEAPOLIS MAD DADS,These ads ran without a disclaimer,≤100,1
Jim Tomes,Committee to elect Jim Tomes,≤100,1
"Wilson, NC Local",These ads ran without a disclaimer,≤100,1
RepresentWomen,RepresentWomen,≤100,1
Saeed,These ads ran without a disclaimer,≤100,1
Discount Fuel,These ads ran without a disclaimer,≤100,1
Fitness 6 Week Transformation Challenge,These ads ran without a disclaimer,≤100,1
Crashing the System Podcast,John Beacham,≤100,1
Mike Hart and Joe Peditto for Riverside Township Committee,K Bailey,≤100,1
Jackson County Master Recyclers,These ads ran without a disclaimer,≤100,2
Carlos R. Taylor for Harford County State's Attorney,"the Committee to Elect Carlos R, Taylor for Harford County State's- Ezra Wilkinson, Treasurer.",≤100,1
Healthpac,These ads ran without a disclaimer,≤100,1
Miracle-Ear Sikeston,These ads ran without a disclaimer,≤100,1
Planet Renu,These ads ran without a disclaimer,≤100,1
100 Humanitarians International,These ads ran without a disclaimer,≤100,1
Word & Table PCA,Tag Tuck,≤100,1
"ARE YOU DENSE, INC.",Are You Dense Inc.,≤100,1
Michael Case for Elkton City Council,MIchael Case,≤100,2
House of MacGregor,These ads ran without a disclaimer,≤100,2
Latinx Spaces,Latinx Spaces,≤100,1
آسو - aasoo,Taslimi Foundation,≤100,12
Jambo the Golden,These ads ran without a disclaimer,≤100,1
Eno Show Podcast,These ads ran without a disclaimer,≤100,2
Oregon Local News,These ads ran without a disclaimer,≤100,1
Micronesia Islands Nature Alliance - MINA,These ads ran without a disclaimer,≤100,1
Terry Owens 2018,"LTC (Retired) Terry Owens, Candidate for Radcliff City Council",≤100,1
Badger Institute,The Badger Institute,≤100,1
Ebene,These ads ran without a disclaimer,≤100,1
CleanFare,These ads ran without a disclaimer,≤100,1
Rocky River Democrats,Rocky River Democratic Club,≤100,1
The Data Center,These ads ran without a disclaimer,≤100,1
Everyday California,These ads ran without a disclaimer,≤100,2
New England Events,"Matt Mayberry, Dover, NH",≤100,1
Make America Kind Again,"Let's Make America Kind, LLC",≤100,1
Avalie Muhlestein,Avalie Muhlestein Campaign Fund,≤100,1
ICDO - International Cultural Diversity Organization,These ads ran without a disclaimer,≤100,2
Redhaus & Élever Vineyards & Winery,These ads ran without a disclaimer,≤100,1
California Clean Energy Project,These ads ran without a disclaimer,≤100,1
Rocky Dorcy Campaign for Edgewater  City Council,Rocky Wayne Dorcy for Edgewater City Council District 1,≤100,1
The coolest app in 2018,These ads ran without a disclaimer,≤100,1
Петро Порошенко,These ads ran without a disclaimer,≤100,1
CURES - Civics United for Railroad Environmental Solutions,These ads ran without a disclaimer,≤100,1
Cheryl Cayemberg Photography,Cheryl Cayemberg Photography,≤100,1
Proud American Patriot,JAAR LEGACY HOLDINGS,≤100,1
Marion "Coach" Bonura Jefferson Parish School Board District VIII.,the Marion "Coach" Bonura Campaign,≤100,5
"AttorneyBritt - Gary L. Britt, CPA, JD - 512 481 2886",Gary Britt,≤100,1
Hands Across Decatur,These ads ran without a disclaimer,≤100,1
International Conference on Family Planning,These ads ran without a disclaimer,≤100,2
Four Freedoms Democratic Club - NYC,Four Freedoms Democratic Club,≤100,1
Rachel Quick for Mendota Heights City Council,Rachel Quick for Mendota Heights City Council,≤100,1
The Uhu Conservancy,The Uhu Conservancy,≤100,2
Texas Nationalist Movement,Texas Nationalist Movement,≤100,1
Betty Grooms for Oregon County Circuit Clerk,"Committee To Elect Betty Grooms, Donald Alford Treasurer",≤100,2
"Jeff Quade, Whitetail Properties Land Specialist Western Missouri",These ads ran without a disclaimer,≤100,2
Former Mayor Randy Saenz,These ads ran without a disclaimer,≤100,1
The Denny Buehler Memorial Foundation,The Denny Buehler Memorial Foundation,≤100,1
Justin Miller for NC House District 66,Justin Miller for District 66,≤100,2
Our Leader The Idiot,These ads ran without a disclaimer,≤100,1
TruePublic,TruePublic Inc.,≤100,1
Brickspot Comedy,Brickspot Comedy,≤100,1
UC San Diego Extension,UC San Diego Extension,≤100,1
SmartEngage,These ads ran without a disclaimer,≤100,2
Yaffed,Yaffed,≤100,1
The Open Skies Trading Co.,These ads ran without a disclaimer,≤100,1
Rocky McElhaney Law Firm,These ads ran without a disclaimer,≤100,1
St. Vrain Cidery,These ads ran without a disclaimer,≤100,1
Nuts & Dolts,Nuts & Dolts,≤100,1
Matterhorn Productions,These ads ran without a disclaimer,≤100,1
Global Day of Jewish Learning,These ads ran without a disclaimer,≤100,1
Simply Earth,These ads ran without a disclaimer,≤100,1
Jucys Taco,These ads ran without a disclaimer,≤100,1
Jillians Van Adventure,These ads ran without a disclaimer,≤100,2
Little Compton Community First,Little Compton Community First,≤100,1
David Wasserman - Tin Can Man,These ads ran without a disclaimer,≤100,1
Daniel Alexander Brackins,Daniel Alexander Brackins,≤100,1
Temple Beth Am,These ads ran without a disclaimer,≤100,1
Drugs as Weapons Against Us: The CIA War on Musicians and Activists,John Potash,≤100,1
Itchingtovote,Itching To Vote®,≤100,1
Patch Novelties,These ads ran without a disclaimer,≤100,2
The New Herald,These ads ran without a disclaimer,≤100,1
Opolis Prod,These ads ran without a disclaimer,≤100,1
Stephanie Bomely,These ads ran without a disclaimer,≤100,1
Windy Films,Windy Films,≤100,2
Village Light Church,These ads ran without a disclaimer,≤100,1
Homeless Matters,These ads ran without a disclaimer,≤100,1
Solstice,These ads ran without a disclaimer,≤100,1
I'm A Hater,These ads ran without a disclaimer,≤100,1
Committee to Elect Lynn M Harmon Ross Township Trustee,Committee to Elect Lynn M. Harmon,≤100,1
Ian Oundo,Ian Oundo,≤100,1
Concern Worldwide US,These ads ran without a disclaimer,≤100,1
Steve Henderson for Mayor,Committee to Elect Steve Henderson,≤100,1
"Bremerton, WA Local",These ads ran without a disclaimer,≤100,1
Romeo B El Romantico,These ads ran without a disclaimer,≤100,1
Bridgehaven Pregnancy Support Center,Bridgehaven Pregnancy Support Center,≤100,1
Rach Pozerski Photography,These ads ran without a disclaimer,≤100,2
Christopher Rural Health Planning Corporation,These ads ran without a disclaimer,≤100,1
Hippie Face,These ads ran without a disclaimer,≤100,1
El Mexicano Music,These ads ran without a disclaimer,≤100,1
Jason White,Jason White Cares,≤100,1
Let's Improve Missoula's Reserve Street,These ads ran without a disclaimer,≤100,1
Chappell 4 Judge 2018,Campaign to Elect Melody Chappell,≤100,1
Oliver Thomas,These ads ran without a disclaimer,≤100,1
"Re-Elect Brian W Murray, State Representative",Committee to Re-Elect Brian W Murray State Representative,≤100,1
Two Bettys Green Cleaning Service,These ads ran without a disclaimer,≤100,2
Senator Brice Wiggins,Senator Brice Wiggins and/or Committee to Elect Brice Wiggins in accordance with MS elections laws.,≤100,1
Joseph's Deli,These ads ran without a disclaimer,≤100,1
Mashadi Daily,These ads ran without a disclaimer,≤100,1
Guardian Credit Union,These ads ran without a disclaimer,≤100,1
2nd Amendment Activist,the 2nd Amendment Activist,≤100,1
Deborah Elliott Realty,These ads ran without a disclaimer,≤100,1
Maize Solar Initiative - See Beyond Campaign,These ads ran without a disclaimer,≤100,1
Alcare-Eyewear,These ads ran without a disclaimer,≤100,2
Conservative Christians of Tennessee,Conservative Christians of Tennessee,≤100,1
Madison Rodgers for House,Madison Rodgers for House,≤100,1
ReVision Energy,"ReVision Energy, Inc.",≤100,1
Skywire Solar,These ads ran without a disclaimer,≤100,6
Mel Trotter Ministries,These ads ran without a disclaimer,≤100,1
Mayor Chris Swanson,Mayor Chris Swanson,≤100,1
"Surprise, AZ Local",These ads ran without a disclaimer,≤100,1
John "Fred" Foster for Pike County Commissioner,Fred Foster,≤100,1
Licking County Soil & Water Conservation District,These ads ran without a disclaimer,≤100,1
Hudson Valley Web Tv,These ads ran without a disclaimer,≤100,1
Trump Kicks,These ads ran without a disclaimer,≤100,1
Sivana,These ads ran without a disclaimer,≤100,7
Make.america.tees,MakeAmericaTees,≤100,1
Mah Sole For Kids Foundation,These ads ran without a disclaimer,≤100,1
Arizona Public Service - APS,These ads ran without a disclaimer,≤100,1
Sarah for Walpole,Sarah for Walpole,≤100,1
Water Mission,These ads ran without a disclaimer,≤100,1
"Carlsbad, NM Local",These ads ran without a disclaimer,≤100,1
"Reid Falconer, Louisiana State Representative",Reid Falconer,≤100,1
Michael Cluck: Allstate Insurance,These ads ran without a disclaimer,≤100,1
"America, Love it, or Move to Russia.",John Procaccino,≤100,2
Weston Snowboards,Weston Snowboards,≤100,1
Maui Vote Smart,These ads ran without a disclaimer,≤100,1
The People For Bernie Sanders,Paid for by Charles Lenchner,≤100,1
County of Northampton,These ads ran without a disclaimer,≤100,1
Friends of Lake View High School,These ads ran without a disclaimer,≤100,1
Allgood for LCA,allgood for lca,≤100,2
Jolly Plumbing,These ads ran without a disclaimer,≤100,1
Orange Township Trustee Lisa Knapp,Lisa Carpenter Knapp,≤100,1
Siddhartha School Project USA,These ads ran without a disclaimer,≤100,1
"Conroe, TX Local",These ads ran without a disclaimer,≤100,1
Harvey Milk Civil Rights Academy,These ads ran without a disclaimer,≤100,2
IVXX Evolved,These ads ran without a disclaimer,≤100,1
Elect Laura Miller TN House District 21,Pamela Weston,≤100,1
Armor Insurance & Financial LLC,These ads ran without a disclaimer,≤100,1
New Martinsville Dental,"Andrea Lockhart, DDS (New Martinsville Dental)",≤100,1
Stakeholders-ACT,Stakeholders Allied for the Core of Trenton,≤100,1
Keep Argyle Rural,These ads ran without a disclaimer,≤100,1
"Minneapolis, MN Local",These ads ran without a disclaimer,≤100,1
Stacey G. Jewelry,These ads ran without a disclaimer,≤100,1
International Pride,These ads ran without a disclaimer,≤100,1
Chosen,These ads ran without a disclaimer,≤100,1
Oklahoma Local News,These ads ran without a disclaimer,≤100,2
Diane's Photography,These ads ran without a disclaimer,≤100,1
Maggie Toulouse Oliver,"Friends of Maggie Toulouse Oliver, Robert Lara Treasurer",≤100,1
Washington State Local News,These ads ran without a disclaimer,≤100,2
"Chapel Hill, NC Local",These ads ran without a disclaimer,≤100,1
Smartwool,Smartwool,≤100,3
No On 2A,Citizens for Durango's Future,≤100,1
Fair Districts Berks,Fair Districts PA,≤100,1
The Objective Believer,The Objective Believer,≤100,1
Reshma Hyder For SUSD,Reshma Hyder for SUSD,≤100,1
Ellen Korman Mains Author,These ads ran without a disclaimer,≤100,1
SupChina,These ads ran without a disclaimer,≤100,1
Esendom,ESENDOM,≤100,2
Tracen Wheeler For JP 9,Tracen Rolen Wheeler,≤100,1
Association for the Bladder Exstrophy Community,These ads ran without a disclaimer,≤100,1
Save Shawan,These ads ran without a disclaimer,≤100,1
Florida Local News,These ads ran without a disclaimer,≤100,4
Oregon Center for Public Policy (OCPP),Oregon Center for Public Policy,≤100,1
United Nations Association Tampa Bay Chapter,United Nations Association of Tampa Bay,≤100,1
SaveClayton.org,"Save Clayton - A non-profit, non-partisan organization advocating for policies and initiatives to maintain the aesthetics, charm, beauty and community of our unique, quaint and historic little downtown.",≤100,2
Providence & Politics,Ron Beatteay,≤100,1
Reef Pup,These ads ran without a disclaimer,≤100,1
Y & T Insurance,Y & T INSURANCE,≤100,1
A Peloton of One,These ads ran without a disclaimer,≤100,1
Carbon Tax Me,Carbon Tax Me,≤100,1
Short Thick & Fit,These ads ran without a disclaimer,≤100,1
SASA Crisis Center,These ads ran without a disclaimer,≤100,1
Design Mastermind,These ads ran without a disclaimer,≤100,1
CHM Liquors at Costco,These ads ran without a disclaimer,≤100,1
CTbites,These ads ran without a disclaimer,≤100,1
PrinceDommy™,These ads ran without a disclaimer,≤100,1
State Representative Tony Tinderholt,Tony Tinderholt for Texas,≤100,1
Witch Hammer Tattoo,These ads ran without a disclaimer,≤100,1
Maryland Local News,These ads ran without a disclaimer,≤100,3
5050by2020,5050by2020,≤100,1
College Ball Movie,These ads ran without a disclaimer,≤100,1
SAVE,These ads ran without a disclaimer,≤100,1
Why L.A.? Pourquoi Paris?,These ads ran without a disclaimer,≤100,1
League of Women Voters of the San Juans,The League of Women Voters of the San Juans,≤100,1
Our Journey on the Spectrum,These ads ran without a disclaimer,≤100,1
"Busch, Rubin, and Delia For Metuchen","Busch, Rubin, Delia For Metuchen 2018  84 Main Street, Metuchen, NJ 08840",≤100,1
The Renee' Agency,These ads ran without a disclaimer,≤100,1
Northeast Tarrant County Democrats,Northeast Tarrant Democrats,≤100,1
New Jersey Local News,These ads ran without a disclaimer,≤100,2
Eagle Cleaners,These ads ran without a disclaimer,≤100,1
Valhalla American Legion Post 1038,These ads ran without a disclaimer,≤100,1
Morgan Jonathan,These ads ran without a disclaimer,≤100,1
HarborMarkdowns.com,These ads ran without a disclaimer,≤100,1
Quincy Public Schools Foundation - DREAM BIG,These ads ran without a disclaimer,≤100,1
Luke Allen Estates Agent,These ads ran without a disclaimer,≤100,1
"Let our light shine, 11th Ward",Friends of Mihalyfy,≤100,2
Newgate Mission,These ads ran without a disclaimer,≤100,1
Janet's OI Journey,These ads ran without a disclaimer,≤100,1
The California Holocaust Awareness & Action Interactive Museum - CHAIM,These ads ran without a disclaimer,≤100,1
Fahria Khan for Fremont School Board,Fahria Khan for Fremont School Board 2018,≤100,1
Austin Film Society,Austin Film Society,≤100,1
Florida Latinos United - FLU,These ads ran without a disclaimer,≤100,1
Progress NEO,Progress NEO,≤100,3
RI State Representative Teresa Tanzi,Committee to Elect Teresa Tanzi,≤100,1
Maine Equal Justice,Maine Equal Justice,≤100,1
The Meanest Woman Alive,The Meanest Woman Alive LLC,≤100,3
Media Menagerie,These ads ran without a disclaimer,≤100,1
The Conservative Read,The Conservative Read,≤100,1
Bold and Epic,These ads ran without a disclaimer,≤100,8
Facets of Deception,Facets of Deception,≤100,1
Vincent Dixie for TN House,"The Committee to Elect Vincent Dixie, Dimeta Smith Knight, Treasurer",≤100,1
"Hassett Title Company, Inc., a title insurance agency",These ads ran without a disclaimer,≤100,2
Essex Family Dental,These ads ran without a disclaimer,≤100,1
LGBT Fresno,LGBT Fresno,≤100,1
Bavette Meat & Provisions,These ads ran without a disclaimer,≤100,1
"Jessica Douglass for State Senate, Maryland District 4","Friends of Jessica Douglass; Treasurer, Rebecca Smith",≤100,1
Rabbi Marc Schneier,FFEU,≤100,5
Grill House,These ads ran without a disclaimer,≤100,1
Treva Hodges,Committee to Elect Treva Hodges,≤100,1
Dr. Cat London for Maine,Dr Cat London for US Senate,≤100,3
Redneck Riviera,These ads ran without a disclaimer,≤100,1
Westlands Water District,These ads ran without a disclaimer,≤100,1
Sutherland Weston Marketing Communications,These ads ran without a disclaimer,≤100,1
Okie and Angry,"Okie and Angry, LLC",≤100,1
Yo cedo mi escritorio.,These ads ran without a disclaimer,≤100,1
Mississippi Local News,These ads ran without a disclaimer,≤100,1
Very Serious Time,These ads ran without a disclaimer,≤100,2
Tennessee Values,Freedom Strategies,≤100,1
AMP Global Youth,These ads ran without a disclaimer,≤100,1
NBC15 Madison,These ads ran without a disclaimer,≤100,1
John Curran LLC- Handyman Services,These ads ran without a disclaimer,≤100,1
VA the Fairway,These ads ran without a disclaimer,≤100,1
Small as a Giant,These ads ran without a disclaimer,≤100,1
Emerald Choice Homecare Solutions,These ads ran without a disclaimer,≤100,1
Grassroots Power: Willmeng For Boulder County Commissioner,Willmeng For Grassroots Power,≤100,1
FIMRC: Foundation for International Medical Relief of Children,These ads ran without a disclaimer,≤100,1
Super Lawyers,These ads ran without a disclaimer,≤100,2
Demetrius Klein Dance Company - dkdc/DIY Projects,These ads ran without a disclaimer,≤100,1
West Hill Community Association,West Hill Community Association,≤100,1
ATG,These ads ran without a disclaimer,≤100,1
The Del Ray Players,These ads ran without a disclaimer,≤100,1
LPShop.org,These ads ran without a disclaimer,≤100,1
Stouffer for Prosecutor,Don Stouffer,≤100,1
Cherokee County Chamber of Commerce,These ads ran without a disclaimer,≤100,1
Yuval David,These ads ran without a disclaimer,≤100,1
Defense.US,These ads ran without a disclaimer,≤100,1
SKIRT,These ads ran without a disclaimer,≤100,1
GardenShare,GardenShare,≤100,1
Help people,These ads ran without a disclaimer,≤100,1
World Business Academy,These ads ran without a disclaimer,≤100,1
