Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
My Magic Gadgets,These ads ran without a disclaimer,≤100,1
Shared Beat,These ads ran without a disclaimer,≤100,2
Physicians for Agricultural Reform,Physicians for Agricultural Reform,≤100,1
TeXas Greens - Green Party of Texas (GPTX),Wesson Gaige,≤100,1
Taylor County Democratic Party,Taylor County Democratic Party,≤100,1
Bizer & DeReus,"Bizer & DeReus, LLC",≤100,1
Route 66 Marathon,Route 66 Marathon,≤100,1
Celebrity4President,celeb4pres,≤100,2
Democrat for President,Dom Pascual,≤100,1
Rants and Reason Podcast,Chuck Walters,≤100,1
Shannon E. Kohl for Mayor of Martinsville,Shannon Kohl for Mayor,≤100,1
SeaChange,Sea Change Leadership PAC,≤100,4
Green Dragon Room at Bier Station,Bier Station LLC,≤100,1
Marshun Tolbert for 2nd Ward Alderman,Citizens to Elect Marshun Tolbert,≤100,1
Political Window,omyk.co,≤100,1
National Save The Sea Turtle Foundation,These ads ran without a disclaimer,≤100,1
Purdue Alumni,the Purdue Alumni Association,≤100,1
Vision Zero Jersey City,These ads ran without a disclaimer,≤100,2
Voices for Alaska's Children,Alaska Children's Trust,≤100,1
NE Tarrant Tea Party,NE Tarrant TEA Party PAC,≤100,2
Samaritans365,These ads ran without a disclaimer,≤100,1
Orlando Aponte Alcalde Barranquitas 2020,These ads ran without a disclaimer,≤100,1
MonopolyWars,Jake Todd,≤100,1
Great Falls Group Sierra Club Virginia,"Sierra Club, Great Falls Group",≤100,1
Sgt. Benjamin Anthony- Our Soldiers Speak,Our Soldiers Speak,≤100,4
Far Side of Right,Far Side Of Right,≤100,1
Actual Life Quotes,"Steve Isidor your local Medicare, Health and Life Insurance Adviser.",≤100,5
Taylor for Ward 2,Friends of D'Angelo Taylor,≤100,2
Desarrollo Profesional,Francisco Azuero,≤100,2
MapleTwig,Maple+Twig,≤100,2
Texas Charter Schools Association,Texas Charter Schools Association,≤100,6
Chris Baecker,Chris Baecker,≤100,1
"Arik Forsman, Duluth City Councilor At Large",Arik Forsman,≤100,1
Mid-States Services LLC,Mid-States Services LLC,≤100,1
Carlstadt Democratic Club,The Carlstadt Democratic Club,≤100,3
Weston Backcountry,Weston Snowboards,≤100,1
Missouri Rural Electric,Missouri Rural Electric,≤100,1
East Wind ezine,Eddie Wong for East Wind ezine,≤100,1
Family Planning of South Central New York,Family Planning of South Central NY,≤100,1
Law Office of Cristian P. Silva,These ads ran without a disclaimer,≤100,1
Bernards Township Republican Municipal Committee,The Bernards Township Republican Municipal Committee,≤100,6
Consider Our Knowledge,Conor Bentley,≤100,4
"Mitchell Blatt, Political Columnist","Mitchell Blatt, Political Columnist",≤100,1
Teach the World Foundation,These ads ran without a disclaimer,≤100,1
Jose Luis Torrez for 14th Ward Alderman,Jose for Change,≤100,1
The Factor,This is an aggregation media agency located in cliffside park new jersey.,≤100,1
Montana Aquatic Resources Services,These ads ran without a disclaimer,≤100,1
Pines International,Pines International,≤100,1
Indiana Republican Party,The Indiana Republican State Committee,≤100,2
Beyond College and Career Counseling,Beyond College and Career Counseling,≤100,1
MacArthur Center,These ads ran without a disclaimer,≤100,1
Tampa Bay Young Republicans,TBYR,≤100,1
Council Rock Coalition for Healthy Youth - CRCHY,Council Rock Coalition for Healthy Youth,≤100,1
Florida Managed-Care Providers Cooperative,These ads ran without a disclaimer,≤100,1
Polar Society,Polar Society,≤100,5
Neruda: The Poet's Calling,These ads ran without a disclaimer,≤100,1
Sierra Club Washington State Chapter,These ads ran without a disclaimer,≤100,1
Judy Bowman for Mayor,"Citizens for Judy Bowman, Bob Surber, Treasurer",≤100,2
Oklahomans For Trump,Oklahomans for Trump,≤100,1
Indivisible Winchester Virginia,Indivisible Winchester,≤100,1
Clear Shower XL,Clear Shower XL,≤100,1
Mark Wright,Mark Wright,≤100,1
Rea-Reaa Unity,Racine Educators United,≤100,1
Petland USA,Petland USA,≤100,1
Grand Strand Action Together,by Grand Strand Action Together,≤100,1
Rabun County GA Republicans,Rabun County (GA) Republican Party,≤100,1
Average Youth Ministry,Benjamin Kerns,≤100,1
Chicago Clean Energy Authority,Chicago Clean Energy Authority,≤100,2
Dropps,These ads ran without a disclaimer,≤100,1
Representative Barbara Ehardt,Committee to Elect Barbara Ehardt,≤100,1
"Office of Sustainability, City of Austin",City of Austin Office of Sustainability,≤100,1
Both Minds Design,These ads ran without a disclaimer,≤100,1
LALC Lifting Away Life's Challenges,LALC Lifting Away Life's Challenges,≤100,2
Redhawk Investment Group,Redhawk Investment Group,≤100,1
The JoyJ Initiative,The JoyJ Initiative is a registered 501(c)(3) non-profit organization,≤100,1
We don't want Trump Supporters at Our Businesses,No Trump Lexington,≤100,1
Americans for Peace and Tolerance,"Americans for Peace and Tolerance, a 501(c)(3) national security education non-profit organization, EIN #: 26-3251530",≤100,1
Richard Juárez,Friends of Juarez,≤100,1
Christopher K. Peace,Friends of Chris Peace,≤100,1
ANT,ANT,≤100,1
SAFE Project,These ads ran without a disclaimer,≤100,1
SMASH,These ads ran without a disclaimer,≤100,1
Representative Nino Vitale,Friends to Elect Nino Vitale,≤100,1
"Alderman Matt Fitterer, Spring Hill - TN",Matt Fitterer for Alderman,≤100,1
The Homeless Charity and Village,The Homeless Charity 501(c)(3),≤100,2
American Heart Association-South Dakota,American Heart Association,≤100,1
Regen Network,Regen Network,≤100,1
Rechargeable Water Bottle,These ads ran without a disclaimer,≤100,1
"Mary Washington for State Senate, 43rd District","People Uniting to Elect Mary Washington, Joseph J.  Palumbo, CPA",≤100,1
Curds,Curds,≤100,1
Mindvalley,These ads ran without a disclaimer,≤100,1
The Interfaith Center of New York,The Interfaith Center of New York,≤100,1
Hirstified,Hirstified,≤100,2
Councilwoman Sabina Matos,Friends of Sabina Matos,≤100,1
Caesar The No Drama Llama,Salem Community Organizers,≤100,1
The Obria Group Inc.,These ads ran without a disclaimer,≤100,3
Eileen Bedell for Virginia,Bedell for Virginia,≤100,1
Brian Joondeph,Brian Joondeph,≤100,1
0censor,0censor,≤100,1
Rural Progress,Rural Progress PAC,≤100,1
The Center for the Prevention of Child Abuse,These ads ran without a disclaimer,≤100,1
Nature's Rain Organic Lawn care,These ads ran without a disclaimer,≤100,1
Christmas For Christian Refugees,Religious Freedom Coalition,≤100,1
A Novice Journalist,The Novice Journalist,≤100,2
Peter Amundson for City Council 2018,Peter Amundson for City Council 2018,≤100,4
Virginia Beach Coastal Homes & Lifestyle,Jackie Gonzalez,≤100,1
Awesome,These ads ran without a disclaimer,≤100,4
League of Women Voters of Maryland,the League of Women Voters Maryland,≤100,1
Watkins Total Healthcare,These ads ran without a disclaimer,≤100,1
Pixel Bakery,Pixel Bakery,≤100,2
Michigan Progressive,Michigan Progressive,≤100,1
Sullo & Sullo Law Firm,Sullo & Sullo Attorneys at Law,≤100,1
Minnesota Center for Environmental Advocacy,Minnesota Center for Environmental Advocacy,≤100,1
Blue Lives Matter,Blue Lives Matter,≤100,3
NARAL Pro-Choice Washington,NARAL Pro-Choice Washington,≤100,1
Shalon Latour for State Representative District 37- current CPPJuror # 10,Shalon Latour,≤100,1
Heading Home NM,Heading Home NM,≤100,3
ARRES Solar,These ads ran without a disclaimer,≤100,1
League of Women Voters - Fairfax Area,League of Women Voters of the Fairfax Area,≤100,2
Organizing Upgrade,Organizing Upgrade,≤100,2
Jitney Books,"Jitney Books, LLC",≤100,1
Cowen for Congress,Cowen for Congress,≤100,1
InMaricopa,InMaricopa Media and News Organization,≤100,1
Hopp's Sound & Electric,These ads ran without a disclaimer,≤100,1
The Tiny Hands Mug,Eagleview USA LLC,≤100,1
Istook & Issues,"Ernest Istook, former U.S. Congressman",≤100,1
Kincannon for Mayor,"Kincannon for Knoxville, Kelly Johnson, Treasurer",≤100,1
Dauphin County Democratic Committee,Dauphin County Democratic Committee,≤100,1
Floridians for Alternatives to the Death Penalty - FADP,Floridians for Alternatives to the Death Penalty,≤100,1
Dodson and Sims for WSLC,DodsonSims,≤100,1
North Cascades Grizzly Bear,Conservation Northwest,≤100,1
Planes Medicos Florida,These ads ran without a disclaimer,≤100,1
Kids' Food Basket,These ads ran without a disclaimer,≤100,1
"Deborah Morris, Garland City Council, District 2","Deborah Morris, City Council Member, District 2",≤100,1
Assemblyman Tom Lackey,Assemblyman Tom Lackey,≤100,1
Ashley Jewels,These ads ran without a disclaimer,≤100,2
Buy Smart,These ads ran without a disclaimer,≤100,1
1MISSION,These ads ran without a disclaimer,≤100,1
"ROIG Communications, LLC","ROIG Communications, LLC",≤100,1
Music for Resistance and Revolution,J Matthew Ash,≤100,3
Bureo,These ads ran without a disclaimer,≤100,1
St. Johns Housing Partnership,St. Johns Housing Partnership,≤100,2
The Freedom Challenge,These ads ran without a disclaimer,≤100,1
Lincoln Hills,Nathan Bowey for Lincoln Hills,≤100,1
The Whole Person,These ads ran without a disclaimer,≤100,1
Elect Zeb Rone for Mayor of Goshen,These ads ran without a disclaimer,≤100,2
CivicLex,CivicLex,≤100,1
CAIR Central California,CAIR Central California,≤100,1
Inspirational Attire,Inspirational Attire,≤100,1
Laugh about it,Carolyn Crampton (25446958),≤100,3
SEIU Healthcare IL & IN,SEIU Healthcare Illinois & Indiana,≤100,3
Beaver Ponds Environmental Education Center,These ads ran without a disclaimer,≤100,1
Florida Coastal Property Rights,Florida Coastal Property Rights,≤100,3
FAST,These ads ran without a disclaimer,≤100,1
We The People - MI,We The People - Michigan,≤100,1
Progressive Reality Check,"J. Keaty. The content in the Progressive Reality Check's page is accurate as far as I can tell from the many resources that I use to validate information. My opinions in these commentaries are mine alone and are not paid for by any candidate or political party. If you do not like what you see, you are welcome to leave my page and never return. Thanks",≤100,1
The Utah Bee,The Utah Bee,≤100,2
Duke University - John Hope Franklin Center,Duke University's John Hope Franklin Center for Interdisciplinary and International Studies.,≤100,1
Upper Hudson Green Party,Upper Hudson Green Party,≤100,1
"Angela Kelly-Wiecek, Chickahominy District Supervisor",Friends of Angela Kelly-Wiecek,≤100,1
Deep State Radio,These ads ran without a disclaimer,≤100,1
Athneil “Bobby” Thomas For Senate,Friends and Supporters of Athneil "Bobby" Thomas For Senate,≤100,1
Formula for Good,These ads ran without a disclaimer,≤100,1
Finding Happiness,These ads ran without a disclaimer,≤100,1
Queer Arts Arkansas,Queer Arts Arkansas,≤100,1
Pennsylvania Advocacy and Resources for Autism and Intellectual Disability,Pennsylvania Advocacy and Resources for Autism and Intellectual Disability,≤100,1
Word Brothel,Word Brothel,≤100,3
Planned Parenthood of Southern New England,Planned Parenthood of Southern New England,≤100,1
Fanbank,These ads ran without a disclaimer,≤100,2
Because International,These ads ran without a disclaimer,≤100,5
Historical Society of the NY Courts,Historical Society of the New York Courts,≤100,2
Isaac’s Restaurants,Isaac's Famous Grilled Sandwiches,≤100,1
Nathan Berning,Nathan Berning,≤100,1
Gilded Existence,Suzanne Wallace Billeter,≤100,1
Lev Haolam - Supporting Israel's Heartland,These ads ran without a disclaimer,≤100,1
PinMart,PinMart,≤100,1
The Town of Whitehall,Page Sponsor,≤100,1
Keith Greene,Keith Greene,≤100,1
We Are Sikhs,We Are Sikhs,≤100,1
Cedric for Hawaii 2018,Friends of Cedric A. Gates,≤100,1
Hey Joe Guitar,Hey Joe Guitar,≤100,2
Lower Moreland Democrats,Lower Moreland Democrats,≤100,1
Keepin' It Bigly Yuuuge,These ads ran without a disclaimer,≤100,1
Episcopal Divinity School at Union,EDS at Union,≤100,1
Interamerican Association for Environmental Defense (AIDA),AIDA English,≤100,2
Mission Viejo Reporter,Mission Viejo Reporter,≤100,1
New Rome Sucks,New Rome Sucks,≤100,1
Screw the Republicans,Larry Knight,≤100,2
WhoWhatWhy,WhoWhatWhy,≤100,1
Atlanta Mission,These ads ran without a disclaimer,≤100,1
ChangeRoots,ChangeRoots,≤100,1
Kreateabuzz Documentary Films,These ads ran without a disclaimer,≤100,1
Friends and Families of Kartini Clinic,Kartini Clinic for Children and Families,≤100,1
Erik Sickinger,Erik for Irmo Council,≤100,1
FundKite,FundKite,≤100,1
Kellie Sells Nashville / Crye-Leike Realtors / 901.550.2558,These ads ran without a disclaimer,≤100,1
Columbia Pacific Coordinated Care Organization,Columbia Pacific CCO.,≤100,1
Kansas for Beto,Kansas for Beto,≤100,2
Memorial Medical Center,These ads ran without a disclaimer,≤100,7
Representative Jody Steverson,the Jody Steverson Campaign.,≤100,1
Releasing Heaven Ministries,Releasing Heaven Ministries,≤100,1
NoseRabbit,These ads ran without a disclaimer,≤100,2
Convergence Media,Convergence Media LLC,≤100,12
Indica - news,The following news article is just for political news information and not intended to influence any particular people or section of society.,≤100,1
History Uncovered,These ads ran without a disclaimer,≤100,1
Charter Boat Huntress,These ads ran without a disclaimer,≤100,1
Lorain County Prosecutor Dennis Will,"Dennis Will, Lorain County Prosecutor",≤100,1
Benyaro,BENYARO,≤100,1
PEDS,PEDS,≤100,1
St. Pete Heights Neighborhood Association,St. Pete Heights Neighborhood Association,≤100,1
Parish News,Face Media Group,≤100,1
Delegate T Scott Garrett,Friends of Scott Garrett,≤100,1
Pointe Coupee Reporter,PCR Advertising,≤100,1
Pittsburgh City Paper,Pgh City Paper,≤100,1
Houston Professional Fire Fighters Association,Erin Powers,≤100,1
Houston Habitat for Humanity,These ads ran without a disclaimer,≤100,1
Jake Auchincloss,CTE Jacob Auchincloss,≤100,1
Jeramey Anderson for Congress,Jeramey Anderson for Congress,≤100,1
Ultimate Civics,"Ultimate Civics, an Earth Island Institute project",≤100,1
Believe Women Apparel,Believe Women Apparel,≤100,1
The Commonwealth Institute For Fiscal Analysis,The Commonwealth Institute,≤100,1
Christy's Cause,"Christy's Cause, Inc.",≤100,2
CaliKrush_,These ads ran without a disclaimer,≤100,1
House of Ginkgo,These ads ran without a disclaimer,≤100,1
Moms Against Fluoridation,These ads ran without a disclaimer,≤100,2
Protect The Wolves,Protect The Wolves Pack,≤100,2
Newsblanket,The fb page owners credit card. His account # is ###########5742.,≤100,2
The Daily Nooze,john deprospo,≤100,1
GOPAC,GOPAC Not Authorized by Any Candidate or Candidate Committee,≤100,1
Noirepulse,These ads ran without a disclaimer,≤100,1
Urban Paradise - Film,These ads ran without a disclaimer,≤100,1
"Johncito Peraza, Planning Commissioner","Johncito Peraza, Community Services Commissioner",≤100,1
Community Water Justice,Community Water Justice,≤100,1
AllSides,AllSides,≤100,5
District 38 Republican Party of ND,"Paid for by District 38 GOP - Steve Perry, Treasurer",≤100,1
Environmental Media Association,Environmental Media Association,≤100,1
SCS Global Services,SCS Global Services,≤100,2
Indy Week,INDY Week,≤100,2
Sheila Brillson for LaPorte County Commissioner,The Committee To Elect Sheila Brillson,≤100,1
Sheriff Tony Chavis,Sheriff Tony Chavis,≤100,1
Rep. Chris Sainato,PA House Democratic Caucus,≤100,1
FACE Magazine,Face Media Group,≤100,1
Cameron Henry,Cameron Henry,≤100,1
Louis Moore for Mayor of Garland,Louis Moore Campaign Committee,≤100,1
Holt International,These ads ran without a disclaimer,≤100,2
UMich Republicans,College Republicans at the University of Michigan,≤100,1
Electrical Safety Foundation International (ESFI),the Electrical Safety Foundation International,≤100,1
American Veterinary Hospital of Simi Valley,These ads ran without a disclaimer,≤100,1
Steve,Chris Allport,≤100,2
Alabama Local News,These ads ran without a disclaimer,≤100,8
Republican Women of Chester County,Republican Women Of Chester County,≤100,1
Green City Growers Cooperative,These ads ran without a disclaimer,≤100,1
Secular Student Alliance,Kevin Bolling - Secular Student Alliance,≤100,2
Ashley Kettering Realtor Northern Colorado,Ashley Kettering,≤100,1
Iowa Food & Family Project,Iowa Food and Family Project,≤100,1
PegsPresents,Peg's Presents,≤100,2
804 Rise Up,804 Rise Up,≤100,1
South Bay Animal Hospital & Pet Resort,These ads ran without a disclaimer,≤100,1
Hope for Ghana,Chris Sammarone,≤100,4
North Padre Politics,These ads ran without a disclaimer,≤100,2
"Craig Stevenson, School Board Member, Hallsville R-IV School District",Craig Stevenson,≤100,1
Susan Soto for Missouri City City Council,"the Susan Soto Campaign, Deron Harrington, Treasurer",≤100,1
Representative Frank Burns,Committee to re-elect Frank Burns,≤100,1
Swift Supply,Swift Supply,≤100,1
Chris Douglas: Grand Blanc City Councilman,The Committee to Elect Chris Douglas,≤100,2
"Jefferson County Farmers & Neighbors, Inc. - JFAN","Jefferson County Farmers & Neighbors, Inc.",≤100,1
First Party For Bolingbrook,Bolingbrook First,≤100,1
Cody Mayer,Cody Mayer,≤100,1
Easterseals Delaware & Maryland's Eastern Shore,Easterseals Delaware & Maryland's Eastern Shore,≤100,1
Seth Gruber,Seth Gruber,≤100,1
Galveston County Republican Party,Galveston County Republican Party Communication Director,≤100,1
WomenStrong International,These ads ran without a disclaimer,≤100,2
Save The Old Atlanta Prison Farm,donations from the supporters of STOAPF,≤100,1
Left Wing Gazette,Left Wing Gazette,≤100,2
Families Against False Accusations,These ads ran without a disclaimer,≤100,1
OneAmerica,OneAmerica,≤100,1
Lee County Democrats,The Democratic Party of Lee County,≤100,4
Councilman Kenneth McClary,These ads ran without a disclaimer,≤100,1
MyHeritage,These ads ran without a disclaimer,≤100,1
AwesomeTees,These ads ran without a disclaimer,≤100,4
Nirchi's Pizza - Front Street,These ads ran without a disclaimer,≤100,1
Rockin' Donald,Eagle Eye Sullivan,≤100,1
Philadelphia Unemployment Project,Philadelphia Unemployment Project,≤100,1
Texas Right,Texas Right,≤100,2
Canan Law Attorneys,Canan Law Attorneys,≤100,1
Alaska Innocence Project,These ads ran without a disclaimer,≤100,1
No More Freeways PDX,No More Freeways PDX,≤100,1
Rick Kennedy for Congress,Rick Kennedy for Congress,≤100,6
Elect Tom Breth,These ads ran without a disclaimer,≤100,1
Count Basie Center for the Arts,Count Basie Center for the Arts,≤100,1
The Maui Independent,The Maui Independent,≤100,1
ICNA Relief Florida,ICNA Relief Florida,≤100,1
Richard David,Elect Richard David for District Leader,≤100,1
Renew Missouri,Renew Missouri,≤100,1
Asam hair Braiding,asam hair braiding,≤100,2
Marxist Memes,These ads ran without a disclaimer,≤100,1
Young Evangelicals for Climate Action,Young Evangelicals for Climate Action,≤100,1
Omaha Performing Arts,These ads ran without a disclaimer,≤100,1
Middle Class Voices of Pennsylvania,Middle Class Voices,≤100,1
Comcast,These ads ran without a disclaimer,≤100,2
Alaska Resilience Initiative,Alaska Children's Trust,≤100,2
Central City Community Outreach,These ads ran without a disclaimer,≤100,1
3/8 OIF & OEF Veterans,3/8 OIF & OEF Veterans,≤100,2
Marrero Estelle Fire Department,These ads ran without a disclaimer,≤100,1
The Sanity Papers,Madeleine Burnside,≤100,1
Mr. Free,Scott G. Dietz,≤100,1
ZVerse,These ads ran without a disclaimer,≤100,1
Donna Jodhan,Author Donna Jodhan,≤100,1
Observe D.C.,These ads ran without a disclaimer,≤100,1
Rep. Steve McCarter,PA House Democratic Caucus,≤100,1
Team Arlana Miller-Brown for Imperial Outside Spy 2019,Team Arlana Miller-Brown,≤100,2
Brian Hill For the House 2018 HD47,Brian Hill for the House 2018 HD47,≤100,1
You Can Say Anything book,Me,≤100,1
IBEW Local 494,IBEW Local 494,≤100,1
be homeful,These ads ran without a disclaimer,≤100,1
UnionApp,"The One Union (UnionApp, LLC)",≤100,1
The Clean Air Act,"The Clean Air Act, LLC",≤100,2
North Shore Fellowship,These ads ran without a disclaimer,≤100,1
Kappy Shack Promotions,These ads ran without a disclaimer,≤100,1
Accelerated Resolution Therapy - ART International Training & Research,These ads ran without a disclaimer,≤100,1
Jersey Village City Councilmember Bobby Warren,Bobby Warren,≤100,1
David Anderson,Paid for by the Committee to Elect David Anderson,≤100,3
Dont California Our Nevada,DontCaliforniaOurNevada,≤100,1
Jerrod Belvin Pocono Township Commissioner,Jerrod Belvin,≤100,1
Nature's Trust Rhode Island,Nature's Trust RI,≤100,1
Sierra Club Pennsylvania Chapter,Sierra Club PA,≤100,1
Physicians Quality Care,Physicians Quality Care,≤100,1
League of Women Voters of St. Paul,League of Women Voters St. Paul,≤100,1
Juno,Juno,≤100,12
Cape Cod Women for Change,Cape Cod Women for Change,≤100,1
Urban Brahma,Urban Brahma,≤100,1
River City TV,River City TV,≤100,1
LareDOS Newspaper,LareDOS News,≤100,1
Springfield CLEAN,Springfield CLEAN,≤100,1
From Prison Cells to PhD,From Prison Cells to PhD,≤100,2
VoteRiders,"VoteRiders, nonpartisan nonprofit organization helping voters with voter ID since 2012",≤100,1
The Institute for Community Leadership,These ads ran without a disclaimer,≤100,1
Jesus Tundidor for Hialeah City Council,Jesus Tundidor for Hialeah City Council Group 4,≤100,1
Ramah International - Abortion Recovery,Ramah International,≤100,1
Wellness MD LLC,WellnessMD LLC,≤100,1
Amnesty International UW,Amnesty International,≤100,1
Dignified Patriot,Steve Cea and Joey Mcartney,≤100,1
Kent County Republican Central Committee,Tatiana Croissette,≤100,2
Kiwanis Club of Kennewick,These ads ran without a disclaimer,≤100,1
Christian Democrats of America,Christian Democrats of America,≤100,1
Dr. Richard Vladovic,Dr. Richard Vladovic,≤100,1
350 Fairfax,350 Fairfax,≤100,1
Veteran Brewing Company,These ads ran without a disclaimer,≤100,1
Danielle Shelton for Judge,SHELTON FOR JUDGE,≤100,1
The Honor Role,The Honor Role,≤100,1
Between Friends Outreach Inc,"Between Friends Outreach, Inc",≤100,1
Stop Saudi Evil,Religious Freedom Coalition,≤100,1
Kessler For San Antonio,Kessler For San Antonio Campaign,≤100,1
Fogey,Sean Fogelstrom,≤100,1
Healthier Kids Foundation,These ads ran without a disclaimer,≤100,1
"Steve Holt, Iowa House of Representatives District 18",Holt For House,≤100,1
"The Community Table, Eau Claire",These ads ran without a disclaimer,≤100,1
Citizen in New Bern,Chris Ormond and Citizen in New Bern,≤100,4
Arkansas Money & Politics,This is not an ad. It's news.,≤100,3
Meyerland Democrats,Meyerland Area Democrats PAC,≤100,1
"Loisann's Hope House in Fredericksburg, VA",These ads ran without a disclaimer,≤100,1
C&I Reach,C&I Reach,≤100,3
Coastal Carolina ACTion,Yale Schiffman,≤100,1
Elders Climate Action - Massachusetts Chapter,Michael Sales,≤100,1
Carlson Lynch Sweet Kilpela & Carpenter,These ads ran without a disclaimer,≤100,1
Greater Bridgeport Latino Network,The Greater Bridgeport Latino Network,≤100,1
Graig Meyer - NC House District 50,Committee to Elect Graig Meyer,≤100,2
Alderman Copey Grantham,Paid for by Friends of Copey Grantham,≤100,1
PSU College of Urban and Public Affairs,PSU's College of Urban and Public Affairs,≤100,1
Bluewater,These ads ran without a disclaimer,≤100,1
Phoenix Energy Group,These ads ran without a disclaimer,≤100,2
Will Barnett's Kentucky Blog,Will Barnett.,≤100,1
Princess For President 2020,Princess,≤100,2
The Vegas Post,The Vegas Post,≤100,1
Fierce by mitú,These ads ran without a disclaimer,≤100,1
Starfish Greathearts Foundation USA,These ads ran without a disclaimer,≤100,1
Placer Women Democrats,Placer Women Democrats,≤100,1
Combined Federal Campaign of South Central Virginia and Albemarle Bay,the Combined Federal Campaign of South Central Virginia and Albemarle Bay,≤100,1
Signature Seas,Signature Seas,≤100,7
Democratic Progressive Caucus of Tampa Bay,The Democratic Progressive Caucus of Tampa Bay,≤100,1
Risaamedia,These ads ran without a disclaimer,≤100,1
East Africa Children's Healthcare Foundation - EACH,These ads ran without a disclaimer,≤100,1
Virginia Families PAC,Virginia Families PAC,≤100,1
Hanover for Progress,Connie Hahn (1530119123880115),≤100,1
Memes That Are Right,Memes That Are Right,≤100,2
Local Nation Podcast,Local Nation Podcast,≤100,1
City of Winston-Salem City Government,City of Winston-Salem,≤100,2
War Resisters League,These ads ran without a disclaimer,≤100,1
The Arc Central Chesapeake Region,These ads ran without a disclaimer,≤100,1
MZ Life Solutions,MZ Group Corp / Marbelis Zapata,≤100,2
Dorothy's Place,These ads ran without a disclaimer,≤100,1
David Gidwani Alderman,David Gidwani,≤100,1
"NAMI - Douglas County, WI","NAMI-Douglas County, WI",≤100,1
Love Lakeland,Love Lakeland,≤100,1
Norfolk VA Punk Rock (NVPR),These ads ran without a disclaimer,≤100,1
JeffToon,JeffToons,≤100,1
Dr. Cat London for Maine,Dr Cat London for US Senate,≤100,1
Downers Grove Citizens Advisory Group,Downers Grove Citizens Advisory Group,≤100,1
Alliance for Public Schools,These ads ran without a disclaimer,≤100,1
Re-Elect George Cardenas,Friends of George Cardenas,≤100,2
Zeke Cohen,Friends of Zeke Cohen,≤100,2
"Hialeah, FL Local",These ads ran without a disclaimer,≤100,1
The Power of The Sun is the clean energy option,Beatriz Cardozo,≤100,1
Forward Community Investments,Forward Community Investments,≤100,1
Labelle Performing Arts,These ads ran without a disclaimer,≤100,1
The Covering House,The Covering House,≤100,1
Check In Michigan,These ads ran without a disclaimer,≤100,1
Meridian Health Services,Meridian Health Services,≤100,1
Verde Village News,Verde Village News,≤100,4
Disability Community Resource Center - DCRC,Disability Community Resource Center (DCRC),≤100,1
Simple Sip,These ads ran without a disclaimer,≤100,1
Anytime Fitness,These ads ran without a disclaimer,≤100,1
Cart Wheel Casino & Liquor Store,Cart Wheel Casino & Liquor Store,≤100,2
Delegate Jazz Lewis,"Friends of Jazz Lewis, Chris Taitt, Treasurer.",≤100,1
Invest in Peace,"Jewish Community Relations Council of San Francisco, the Peninsula, Marin, Sonoma, Alameda and Contra Costa Counties",≤100,1
Lynn Stoner for Mayor,and Approved by Lynn Stoner for Mayor of the City of Plantation. Non-Partisan.,≤100,1
"Trust Insurance Group, LLC",Felix Lorenzo,≤100,1
Wild Wanderlust Designs,These ads ran without a disclaimer,≤100,3
I love Oviedo / Winter Springs,Vicki Anderson-Ferrin for Winter Springs City Commissioner,≤100,2
Blue Ridge Land Conservancy,Blue Ridge Land Conservancy,≤100,1
Texas Women's Foundation,These ads ran without a disclaimer,≤100,1
We R Family Gifts,john walsch,≤100,1
Royal Coloyals�Blk�Unite,These ads ran without a disclaimer,≤100,1
First Star,These ads ran without a disclaimer,≤100,2
I'm Proud To Be An American,These ads ran without a disclaimer,≤100,2
Area Substance Abuse Council - ASAC,the Area Substance Abuse Council,≤100,1
Town of Beech Mountain Public Works and Public Utilities,These ads ran without a disclaimer,≤100,1
Topix Rewind,These ads ran without a disclaimer,≤100,2
Coalition of Energy Users,These ads ran without a disclaimer,≤100,4
LunchSkins,These ads ran without a disclaimer,≤100,1
Elect Sicard York County Commissioner District 3,Committee to Elect Sicard,≤100,1
Sandy Stringfellow,These ads ran without a disclaimer,≤100,1
Hubbs-SeaWorld Research Institute,These ads ran without a disclaimer,≤100,2
MECO,These ads ran without a disclaimer,≤100,1
Arizona Citizens for the Arts,Arizona Citizens for the Arts,≤100,1
Krieger Law / Rochester NY,These ads ran without a disclaimer,≤100,1
US Solar Initiative,US Solar Initiative,≤100,1
Mad Pride Georgia,These ads ran without a disclaimer,≤100,1
Advance Native Political Leadership,Advance Native Political Leadership,≤100,2
John Hicks for State Representative,the John Hicks Campaign Fund,≤100,2
Britton for Alabama,Committee to Elect Eddie Britton,≤100,1
Tom Hanks For President,These ads ran without a disclaimer,≤100,1
90Works,90works,≤100,1
Condado is FACHO,These ads ran without a disclaimer,≤100,1
Thepalmbeachstore,These ads ran without a disclaimer,≤100,3
The Future of The US Congress,Shaun Lee O'Sullivan,≤100,2
Bushra Amiwala,Amiwala for Cook County Board,≤100,2
Milan Junior Americas,These ads ran without a disclaimer,≤100,1
South Houston Trojans Youth Football & Cheer,These ads ran without a disclaimer,≤100,1
Allen County Right to Life,Allen County Right to Life,≤100,2
Lake County Democratic Party,Lake County Democratic Party,≤100,1
Stuart Shapiro,Stuart Shapiro,≤100,2
Rob Vescovo,"Friends of ROB VESCOVO, Brent Jones Treasurer",≤100,1
Perry County Memorial Wall,Perry County Memorial Wall,≤100,1
Colin Rafferty for Delran Board of Education,Colin Rafferty for Delran,≤100,1
