Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
The Other Side Academy - Atlanta,The Other Side Academy - Atlanta,≤100,1
Z Shoes,These ads ran without a disclaimer,≤100,1
Decreasing Impact,Dan Morgan,≤100,1
Greg Piklapp - Boone City Councilmember,Greg Piklapp,≤100,1
Delaware Valley Democratic Club,Mariedyth Gayas,≤100,1
Myprariereader,My Prairie Reader,≤100,1
MY Intuitive Healing Energy,These ads ran without a disclaimer,≤100,1
Consider Our Knowledge,Conor Bentley,≤100,2
"Constance Filley Johnson, District Attorney Elect",Constance Filley Johnson for Criminal District Attorney,≤100,1
Progressive Reality Check,"J. Keaty. The content in the Progressive Reality Check's page is accurate as far as I can tell from the many resources that I use to validate information. My opinions in these commentaries are mine alone and are not paid for by any candidate or political party. If you do not like what you see, you are welcome to leave my page and never return. Thanks",≤100,1
Liz Wahl,These ads ran without a disclaimer,≤100,1
Bastrop County Democratic Party,the Bastrop County Democratic Party,≤100,1
The BROWN Report,Ronald Brown,≤100,2
Anne N. Thalheimer for Holyoke City Council,Committee to Elect Anne N. Thalheimer,≤100,2
Conservation Made Simple,These ads ran without a disclaimer,≤100,1
Lendmeyourears2017,These ads ran without a disclaimer,≤100,1
White Pony Express,White Pony Express,≤100,2
Okeanos - Foundation for the Sea,These ads ran without a disclaimer,≤100,2
Bad Daddy,BadDaddy Publishing LLC,≤100,1
"Mx. Anunnaki Ray Marquez, Gender/INTERSEX Activist","Mx. Anunnaki Ray Marquez Intersex Activist: Educator, Speaker and Writer.",≤100,1
Meridian Health Services,Meridian Health Services,≤100,1
Colorado Local News,These ads ran without a disclaimer,≤100,1
Film Florida,Film Florida,≤100,1
Get the WORD Out: Vintage. Antiques. Global Goods,These ads ran without a disclaimer,≤100,10
Iowa Conservative Union - ICU,Daniel W Kauffman Jr for the Iowa Conservative Union and not paid for or by and other Polictial Action Committe or Organization,≤100,1
A Better Chicago,These ads ran without a disclaimer,≤100,1
The Comedy Zone - Charlotte,The Comedy Zone,≤100,2
The San Antonio Observer,Publishing Company,≤100,1
Sanchez Tuitt,These ads ran without a disclaimer,≤100,1
Bridges of Hope of Allegan County,"Bridges of Hope, Allegan County",≤100,1
Dominican_King_Bitch410,These ads ran without a disclaimer,≤100,1
John L. Burris,These ads ran without a disclaimer,≤100,1
Paul St. Marie for Judge,the Friends of Paul St. Marie for Judge,≤100,2
Alabama Today,Alabama Today.,≤100,1
Mat Stein,Matthew Stein,≤100,1
Chuks Onyezia for Chicago's 18th Ward Alderman,Chuks Onyezia,≤100,1
3 "A" BEREAVEMENT FOUNDATION,These ads ran without a disclaimer,≤100,1
I Love Avon Products,These ads ran without a disclaimer,≤100,1
Verum Justicia,Dajon Lyon,≤100,1
Office of the Louisiana Attorney General,Office of the Louisiana Attorney General,≤100,1
Daniel Suarez,These ads ran without a disclaimer,≤100,1
Town of Rochester Democrats,the Town of Rochester Democrats,≤100,1
New Mexico Political Journal,NMPJ,≤100,1
"Jim Bowlin, Mayor of Wildwood",Jim Bowlin,≤100,1
Outfox AI,"Outfox AI, 505-289-2033. Not authorized by any candidate or candidate’s committee",≤100,1
Cucu deals,CUCU DEALS,≤100,2
Friends of the Saline River,These ads ran without a disclaimer,≤100,1
DeKalb Young Democrats,DeKalb Young Democrats,≤100,1
"In Scarlet's Honor, An Orca Movement","In Scarlet's Honor, managed by G Frey",≤100,2
"City of Granite Shoals, Texas","City of Granite Shoals, Texas",≤100,1
Kenneth Mejia,Kenneth Mejia for Congress,≤100,1
Mary Woolverton LMT,These ads ran without a disclaimer,≤100,1
Her Campaign,These ads ran without a disclaimer,≤100,1
UDW Home Care Providers Union,UDW Home Care Providers Union,≤100,1
Massachusetts Local News,These ads ran without a disclaimer,≤100,1
Nueces County Republican Women,Nueces County Republican Women,≤100,1
Alabama Puppy Mill Project,"Alabama Puppy Mill Project P.O. Box 361741 Birmingham, AL 35236",≤100,1
Councilman George McClellan,Committee to Elect George McClellan,≤100,1
The Ohio Society of Certified Public Accountants,The Ohio Society of Certified Public Accountants,≤100,1
"North Country Prenatal/Perinatal Council, Inc","North Country Prenatal Perinatal Council, Inc.",≤100,1
A Democrat in The White House,Michael Parsons,≤100,3
Ysela Bravo D4 Maryland,"Friends of Ysela Bravo-Schwetje; Treasurer, Danielle, Konstandinidis",≤100,1
The Public Mind,The Public Mind,≤100,1
The American Journal of Managed Care,The American Journal of Managed Care,≤100,1
Tampa Bay Waterkeeper,Tampa Bay Waterkeeper,≤100,1
Joe John NC House 40,Joe John NC House 40 Committee,≤100,1
Gen X Chronicle,Gen X Chronicle,≤100,2
LindoYes,These ads ran without a disclaimer,≤100,2
Sea Green Apparel Co.,Sea Green Apparel LLC,≤100,2
Community Office for Resource Efficiency,These ads ran without a disclaimer,≤100,1
Coastal Heating and Air Conditioning,These ads ran without a disclaimer,≤100,1
CEE+Co,These ads ran without a disclaimer,≤100,1
Wildlands Network,"Wildlands Network, a 501c3 conservation nonprofit organization",≤100,1
A-1reglazing-inc,These ads ran without a disclaimer,≤100,2
Texas Women's Foundation,These ads ran without a disclaimer,≤100,1
Emmanuel J. Wilder,Friend of Emmanuel Wilder,≤100,1
Jack Burkman Radio,Jack Burkman,≤100,1
Plant City EDC,the Plant City EDC,≤100,1
The OvaRead,These ads ran without a disclaimer,≤100,1
MyMilitarySavings.com,These ads ran without a disclaimer,≤100,1
Krazy Teez,These ads ran without a disclaimer,≤100,1
DABL Creative,These ads ran without a disclaimer,≤100,1
Solutions for Change,Solutions for Change,≤100,1
Riverside County Young Democrats,Riverside County Young Democrats,≤100,1
Chicago Booth Review,These ads ran without a disclaimer,≤100,1
Wilson County Republican Party GOP,Wilson County Republican Party,≤100,1
Victor Holstein,These ads ran without a disclaimer,≤100,1
Councilmember Kate Bierman - Norman Ward 1,Kate Bierman for Ward 1,≤100,1
Dean Eastman State Farm,Dean Eastman State Farm,≤100,1
Threadless,These ads ran without a disclaimer,≤100,1
"America, Love it, or Move to Russia.",John Procaccino,≤100,1
"New England, New Energy","New England, New Energy",≤100,1
Nurse Recruiter,These ads ran without a disclaimer,≤100,1
City Council President Orlando Ramos,The Committee to Elect Orlando Ramos,≤100,1
Dr. Gleb Tsipursky,Intentional Insights monthly donors (average donation of $25),≤100,1
Tully & Weiss Attorneys at Law,These ads ran without a disclaimer,≤100,1
Northeast Supply Enhancement,Northeast Supply Enhancement,≤100,1
"Salem, OR Local",These ads ran without a disclaimer,≤100,1
"Trees, Water & People",These ads ran without a disclaimer,≤100,1
Dr. Carla Morton for Fort Worth ISD School Board,Citizens for Carla Morton,≤100,1
York Stands Up,These ads ran without a disclaimer,≤100,1
I love Grinch,These ads ran without a disclaimer,≤100,1
Councilman Manny Pelaez,Manny Pelaez,≤100,1
St. Louis Democratic Socialists of America,St. Louis Democratic Socialists of America,≤100,1
Syrian Network for Human Rights - الشبكة السورية لحقوق الإنسان,These ads ran without a disclaimer,≤100,1
West Virginia Term Limits,U.S. Term Limits,≤100,4
Socialist Alternative Pittsburgh,Socialist Alternative,≤100,1
HBX - Harvard Business School,These ads ran without a disclaimer,≤100,1
Moore For Mayor,"Nathaniel B. Moore Mayoral Candidate for City of  Rushville, Illinois",≤100,1
Promo Repo,These ads ran without a disclaimer,≤100,1
Speaking society,These ads ran without a disclaimer,≤100,1
Pan American Courts & Cafe,Pan American Courts,≤100,1
Middle Class Voices of Pennsylvania,Middle Class Voices,≤100,1
The Bill of Rights Institute,These ads ran without a disclaimer,≤100,2
Handmade by JJkun,These ads ran without a disclaimer,≤100,2
Theseus,These ads ran without a disclaimer,≤100,1
River Jordan Inc.,These ads ran without a disclaimer,≤100,1
TheTruth,These ads ran without a disclaimer,≤100,1
Rotary Club of Harrisburg 2018,These ads ran without a disclaimer,≤100,1
Saveourowlsproject,SaveTheOwlsProject,≤100,1
Ramah International - Abortion Recovery,Ramah International,≤100,1
The Carillon at Belleview Station,These ads ran without a disclaimer,≤100,1
VFW National Home for Children,These ads ran without a disclaimer,≤100,1
Paleo Politico News,PPN Broadcasting,≤100,2
Free the Grapes!,Free the Grapes!,≤100,3
Clint Morris For Layton,The Committee to Elect Clint Morris,≤100,1
Christian Ramirez,These ads ran without a disclaimer,≤100,1
ABC Baltimore,These ads ran without a disclaimer,≤100,1
Cover ManKind,These ads ran without a disclaimer,≤100,1
"Sunbridge Solar, LLC",These ads ran without a disclaimer,≤100,1
"IMPowered Global, LLC",These ads ran without a disclaimer,≤100,1
Haiti Economie,Haiti Economie,≤100,1
Shine Strong Podcast,These ads ran without a disclaimer,≤100,1
Dry Souls,"the author, Denise Getson, and reflects her individual views.",≤100,1
Leo Dunson,Black Conservatives Of America,≤100,1
EZ BioFriendly Gardens and Landscapes LLC,These ads ran without a disclaimer,≤100,4
"Orr Law, LLC",These ads ran without a disclaimer,≤100,1
Calithea Skincare,Calithea Enterprises LLC,≤100,1
"City of Edina, MN (Local Government)",City of Edina,≤100,1
Tripura Foundation Builds HoPE,These ads ran without a disclaimer,≤100,1
Texas Nationalist Movement,Texas Nationalist Movement,≤100,1
Patrick County Young Professionals,"Patrick County Young Professionals, Inc.",≤100,1
Real Kids Travel,These ads ran without a disclaimer,≤100,1
Arkansas Local News,These ads ran without a disclaimer,≤100,3
The Financial Savant,TaMeka LaShun Conney,≤100,1
Maria Ithinkimfunny Fabian,MARIA FABIAN,≤100,2
Kentucky Term Limits,U.S. Term Limits,≤100,4
School District of Turtle Lake,Turtle Lake School District,≤100,1
Veterans Core Foundation,These ads ran without a disclaimer,≤100,1
Chris Toshiro Todd,"Friends of Chris Toshiro Todd 96 Kekela St. Hilo, HI 96720",≤100,1
Plant City Main Street,Plant City Main Street,≤100,1
Illinois Local News,These ads ran without a disclaimer,≤100,1
Superior Business Solutions,SBS Brands...a Family of Companies,≤100,1
Jay Veniard - The Robotics Recruiter,These ads ran without a disclaimer,≤100,1
Gender Justice,Gender Justice,≤100,1
"Economic Development Corporation Michigan City, Indiana",These ads ran without a disclaimer,≤100,1
Sustain Charlotte,These ads ran without a disclaimer,≤100,1
Morristown Green Networking,These ads ran without a disclaimer,≤100,3
WeWork,These ads ran without a disclaimer,≤100,1
Texas Sealife Center,These ads ran without a disclaimer,≤100,1
Emerger Strategies,These ads ran without a disclaimer,≤100,1
Native Nurseries of Tallahassee,These ads ran without a disclaimer,≤100,1
Duluth Firefighters Local 101,These ads ran without a disclaimer,≤100,2
East Baton Rouge Redevelopment Authority,These ads ran without a disclaimer,≤100,1
Qué Buena 92.7 FM Nueva York,These ads ran without a disclaimer,≤100,6
Rock-n-Robles pizza,jeff fairbairn,≤100,2
Panhandle Alliance for Education,These ads ran without a disclaimer,≤100,1
Bright Horizons Foundation for Children,Bright Horizons Foundation for Children,≤100,1
Douglas Law Firm,"Douglas & Hedstrom, P.A.",≤100,1
Central Coast Shipping and Screen Printing,These ads ran without a disclaimer,≤100,1
Etheric Networks Internet,Etheric Networks,≤100,1
Florida Record,The Record,≤100,1
Portland Democratic Socialists of America,Portland Democratic Socialists of America,≤100,1
Federal Employees United & Determined - FEUD,Federal Employees United & Determined (FEUD),≤100,1
Alex Coury,Alex Coury,≤100,1
Branded Collective,These ads ran without a disclaimer,≤100,1
Organic Savanna,These ads ran without a disclaimer,≤100,2
Johnathan Williams,Johnathan Williams,≤100,1
Protect MO Families,Committee to Protect MO Families,≤100,6
Berkshire Hathaway HomeServices Elite Real Estate,These ads ran without a disclaimer,≤100,1
Drivepedia,These ads ran without a disclaimer,≤100,1
Quality Water Filters 4 You,These ads ran without a disclaimer,≤100,1
Neverland Locals,These ads ran without a disclaimer,≤100,1
Dumpchump,dump chump,≤100,1
Volunteers of America Ohio & Indiana,Volunteers of America Ohio & Indiana,≤100,1
Community Table Seattle,These ads ran without a disclaimer,≤100,1
Kinnon For Malden,Neil Kinnon,≤100,1
The Homeless Coalition,These ads ran without a disclaimer,≤100,1
San Pedro Democrats,Shannon Ross for AD70,≤100,1
Alachua County,Alachua County,≤100,1
Bedford County Listening Project,These ads ran without a disclaimer,≤100,1
ICOW - Independent Cattlemen Of Wyoming,These ads ran without a disclaimer,≤100,2
Nature Needs Half,Nature Needs Half,≤100,1
Indiana Local News,These ads ran without a disclaimer,≤100,2
House Of Nutrition,These ads ran without a disclaimer,≤100,1
CDM Disability and Health Caucus,Leslie Templeton,≤100,1
Proyecto Esperanza,These ads ran without a disclaimer,≤100,1
Matt Marriott,Matt Marriott Photography,≤100,1
Alabama Possible,Alabama Possible,≤100,1
GreenspaceNYC,These ads ran without a disclaimer,≤100,1
The Starts Within Organization,The Starts Within Organization,≤100,1
Buncombe GOP,Buncombe Republican Party,≤100,2
Victory Enterprises,These ads ran without a disclaimer,≤100,1
Representative Jeff Stenquist,Jeff Stenquist for Utah House District 51,≤100,1
"Fresno, CA Local",These ads ran without a disclaimer,≤100,2
Jessica Hurley Photography,These ads ran without a disclaimer,≤100,1
Phoenix Video Productions,These ads ran without a disclaimer,≤100,1
Attitude-Today,These ads ran without a disclaimer,≤100,1
DC Fiscal Policy Institute,the DC Fiscal Policy Institute,≤100,1
Gulchi And Gulchi flowers,These ads ran without a disclaimer,≤100,1
Counted,Counted,≤100,1
Water Watch Co.,These ads ran without a disclaimer,≤100,1
Family Renew Community,These ads ran without a disclaimer,≤100,1
Councilmember Nancy VanReece - NVR4District8,"Nancy VanReece 4 Metro Council, NVR4D8, treasurer",≤100,1
Save Belleville Dogs and Cats,These ads ran without a disclaimer,≤100,1
Water - Use It Wisely,These ads ran without a disclaimer,≤100,1
University of Florida Young Americans for Freedom,These ads ran without a disclaimer,≤100,2
Bushra Amiwala,Amiwala for Cook County Board,≤100,1
The Tequila Tales,These ads ran without a disclaimer,≤100,1
Khasokhas,Khasokhas,≤100,1
Women's Media Center Live with Robin Morgan,Women's Media Center Live with Robin Morgan,≤100,1
DJ Tricey Trice,These ads ran without a disclaimer,≤100,1
Teatro SEA,These ads ran without a disclaimer,≤100,1
Archery Outdoorsman,These ads ran without a disclaimer,≤100,1
Monterey Peninsula Water Management District,These ads ran without a disclaimer,≤100,1
Everglades University,These ads ran without a disclaimer,≤100,1
Morgan Hill Chamber of Commerce,These ads ran without a disclaimer,≤100,1
Fair Districts PA - Luzerne County,Fair Districts PA,≤100,1
I Will Graduate Youth Development Program,These ads ran without a disclaimer,≤100,2
SOFAN Comics,These ads ran without a disclaimer,≤100,3
Brandon Ogles for State Representative,Brandon Ogles for State Representative,≤100,1
Dan Rodricks,"Dan Rodricks, The Baltimore Sun",≤100,1
Financial Harmony Tax Resolution,"Ralph Nelson, owner, Financial Harmony Tax Resolution",≤100,1
Obria Medical Clinics of Southern California,These ads ran without a disclaimer,≤100,1
Kind to Kids Foundation,Kind to Kids Foundation,≤100,1
Protection of Animals,These ads ran without a disclaimer,≤100,1
Sharon Daghir - Neighborhood Watch,These ads ran without a disclaimer,≤100,1
Ivy Tech Community College,These ads ran without a disclaimer,≤100,1
(pssny) Pharmacists Society of the State of New York,These ads ran without a disclaimer,≤100,1
Michael Blake,These ads ran without a disclaimer,≤100,1
Southern Maine Stormwater Working Group,"Southern Maine Stormater Working Group (Towns of Eliot, Berwick, South Berwick, Kittery and York Maine)",≤100,1
6.Ward-BacksMatt,These ads ran without a disclaimer,≤100,2
Caring Healthcare,Caring Health Care,≤100,1
Stop Hating Yourself Podcast,These ads ran without a disclaimer,≤100,1
Kepler's Literary Foundation,Kepler's Literary Foundation,≤100,2
Big Sur Land Trust,These ads ran without a disclaimer,≤100,1
Melodies for Me,These ads ran without a disclaimer,≤100,3
Pine Street Inn,These ads ran without a disclaimer,≤100,1
AVA - American Voter App,"AVA/AmericanVoterApp, a nonpartisan organization to inform, engage and empower the American Voter in the political process.",≤100,1
"Kantrowitz, Goldhamer & Graifman, P.C.","Kantrowitz, Goldhamer, & Graifman",≤100,1
Physicians for Agricultural Reform,Physicians for Agricultural Reform,≤100,1
Jim Jubak,Jim Jubak,≤100,1
"The Service Center, LLC.",These ads ran without a disclaimer,≤100,1
Sarasota Farmers Market,These ads ran without a disclaimer,≤100,1
BES Biz Solutions,These ads ran without a disclaimer,≤100,1
Workers World Party - Portland,Workers World Party PDX,≤100,1
Petition For A New Nobel Prize For The Fight Against Climate Change,Helene Costa - Petition For A New Nobel Prize For the Fight Against Climate Change,≤100,1
Seattle Public Schools,These ads ran without a disclaimer,≤100,1
Michigan Progressive,Michigan Progressive,≤100,1
Bolingbrook Events,These ads ran without a disclaimer,≤100,1
Rebecca J,These ads ran without a disclaimer,≤100,1
Middleton-Cross Plains Area School District Education Foundation,These ads ran without a disclaimer,≤100,1
Authentic Lifestyle Clothing,These ads ran without a disclaimer,≤100,1
Sexual Assault Survivors United-SASU,These ads ran without a disclaimer,≤100,1
The SRJ,These ads ran without a disclaimer,≤100,1
University of Houston Bands,These ads ran without a disclaimer,≤100,1
The Jared Kuper Diabetes Foundation,These ads ran without a disclaimer,≤100,1
DHR is NOT the law.,These ads ran without a disclaimer,≤100,1
"Ahwatukee Psychological Services, PLLC",These ads ran without a disclaimer,≤100,1
"Rock Hill, SC Local",These ads ran without a disclaimer,≤100,1
Capitol Hill BID,These ads ran without a disclaimer,≤100,1
Benjamin Hernandez,Benjamin for Congress,≤100,1
Atwater Village Neighborhood Council,These ads ran without a disclaimer,≤100,1
Healthwirefm,These ads ran without a disclaimer,≤100,1
Dave "The Sage",These ads ran without a disclaimer,≤100,1
Coastal Insider,These ads ran without a disclaimer,≤100,1
Chixseagrille,South End Trifecta,≤100,1
Minq,These ads ran without a disclaimer,≤100,1
Acumen,Acumen,≤100,6
Mike Williams Education/Politics,Mike Williams For KHSD Trustee Area 1 2018,≤100,2
Power2Peer,These ads ran without a disclaimer,≤100,1
On Your Sleeve,ON YOUR SLEEVE,≤100,1
Portsmouth School Board Member "Elect" De'Andre A. Barnes,De'Andre A. Barnes for School Board,≤100,1
Don Hanson,Basin Marketplace,≤100,1
Terra - Health and Wellness Market,These ads ran without a disclaimer,≤100,1
No Collusion: The Board Game,"Rock and Rolland, LLC",≤100,1
Patrick Jones for the 8th Council District,Friends of Patrick Jones,≤100,1
"She Elevates, Inc.",These ads ran without a disclaimer,≤100,1
Easy Expunctions,e-legal inc.,≤100,2
The Pullins Group LLC,These ads ran without a disclaimer,≤100,1
Northwoods Wildlife Center,Northwoods Wildlife Center,≤100,1
Anti Tea Party MEMEs3,These ads ran without a disclaimer,≤100,1
Hawaii Local News,These ads ran without a disclaimer,≤100,2
NJ State Council of Trout Unlimited,NJ State Council of Trout Unlimited,≤100,1
Hampton Township Republican Committee,Hampton Township Republican Committee Members,≤100,1
Frank Tribuzio for SD80 Board of Education,Frank Tribuzio,≤100,1
Columban Center for Advocacy and Outreach,Columban Center for Advocacy and Outreach,≤100,1
Josh Clark for Dale School Board,Josh Clark for Dale School Board,≤100,1
Exploit No More,These ads ran without a disclaimer,≤100,1
Monkey Knife Fight,These ads ran without a disclaimer,≤100,1
Shoes 4 the Shoeless,These ads ran without a disclaimer,≤100,1
Blood:Water,These ads ran without a disclaimer,≤100,2
Action for Child Care,These ads ran without a disclaimer,≤100,1
New London Local First.,These ads ran without a disclaimer,≤100,1
Tugende Design,These ads ran without a disclaimer,≤100,2
County of San Bernardino,These ads ran without a disclaimer,≤100,1
The Nobelity Project,The Nobelity Project,≤100,1
X 96.3 FM,These ads ran without a disclaimer,≤100,3
The Coverup Murder and Grand Larceny of Christine Langemo,These ads ran without a disclaimer,≤100,1
"Girls at Work, Inc.",These ads ran without a disclaimer,≤100,1
Public Defender Association,"the Public Defender Association, to increase awareness of public policy issues related to our work, and our advocacy positions on those issues.",≤100,1
Ana Homayoun,These ads ran without a disclaimer,≤100,1
Leyden Democrats,Democratic Party of Leyden Township,≤100,1
Demos,These ads ran without a disclaimer,≤100,1
Whales of Guerrero Research Project,These ads ran without a disclaimer,≤100,1
The Good News Movement,These ads ran without a disclaimer,≤100,1
Steeped In Compassion,These ads ran without a disclaimer,≤100,1
OC Homeless Network,These ads ran without a disclaimer,≤100,1
Natural Jiggy,These ads ran without a disclaimer,≤100,1
Sumter Feeds My Starving Children MobilePack,These ads ran without a disclaimer,≤100,1
Foundation for Edmonds School District,These ads ran without a disclaimer,≤100,2
HandUp,South Oakland Shelter (SOS),≤100,1
Spirits Food & Friends,These ads ran without a disclaimer,≤100,1
Combat Female Veterans Families United,These ads ran without a disclaimer,≤100,1
Andy Bales,These ads ran without a disclaimer,≤100,2
Offender Alumni Association,These ads ran without a disclaimer,≤100,1
Rep. Jack Patrick Lewis,Jack Patrick Lewis Committee,≤100,1
Friends of Pejepscot Village & Pejepscot,These ads ran without a disclaimer,≤100,1
Damond Motorsports,These ads ran without a disclaimer,≤100,1
Venezuela Democratica,ALFREDO HURTADO,≤100,1
Star Spangled Gamblers,Star Spangled Gamblers,≤100,1
Jorge Elorza,City of Providence,≤100,1
Lebowski Lovers,These ads ran without a disclaimer,≤100,1
Sean Forschler -  Realtor,These ads ran without a disclaimer,≤100,1
Lila Rose,Lila Rose,≤100,1
Con Ramfis D. Trujillo hasta el final,These ads ran without a disclaimer,≤100,1
"Burn Boot Camp - Highland Park, IL",These ads ran without a disclaimer,≤100,2
Moonlit,These ads ran without a disclaimer,≤100,1
Neverending Sunshine Farm,These ads ran without a disclaimer,≤100,1
Columbia Theological Seminary,Columbia Theological Seminary,≤100,1
Honua Store,These ads ran without a disclaimer,≤100,1
Loaves and Fishes Greenville,These ads ran without a disclaimer,≤100,1
Coventry Wildlife Rescue,These ads ran without a disclaimer,≤100,1
Oregon Recovers,These ads ran without a disclaimer,≤100,1
Society To End the Entitlement Mentality - STEEM,Society To End The Entitlement Mentality,≤100,1
Comprehensive Family Health,These ads ran without a disclaimer,≤100,1
Tickld,These ads ran without a disclaimer,≤100,1
Indivisible Little Rock & Central Arkansas,IndivisibleLRCA,≤100,1
BookATL,These ads ran without a disclaimer,≤100,1
Crazy Hustle Ranch Fit,These ads ran without a disclaimer,≤100,1
Common Sense Civics and Citizenship,"Candace Donnelly, Common Sense Civics and Citizenship",≤100,1
Child Safety Pledge,Child Safety Pledge,≤100,2
Muslim Aid USA,These ads ran without a disclaimer,≤100,1
Trout Unlimited,These ads ran without a disclaimer,≤100,5
"East Bay's Marine Corps League, Lt. Frank Reasoner Detachment 919","US citizen and Marine Corps veteran, Adrian ""Yobi"" Blumberg",≤100,1
"Jimmy Stephens Sheriff-Elect Johnson County, AR",Traci Stephens,≤100,1
One Tree Planted,These ads ran without a disclaimer,≤100,1
CanXL Systems,These ads ran without a disclaimer,≤100,1
In Thy Mother’s Honor,These ads ran without a disclaimer,≤100,1
The Past American Century,"Timingwallstreet, Inc.",≤100,1
The Hot Zone Podcast with Chuck Holton,These ads ran without a disclaimer,≤100,1
Jeremy Messina,Jeremy Messina,≤100,1
"Benford Brown & Associates, LLC",These ads ran without a disclaimer,≤100,1
peacebuttons,PEACEbuttons,≤100,2
Educación Popular,Educación Popular,≤100,1
Trump 2020 Apparel,Trump 2020 Apparel,≤100,2
Demopolis Laser Therapy,These ads ran without a disclaimer,≤100,3
Fallon Ford-Toyota,These ads ran without a disclaimer,≤100,1
The Progressive Investor,The Progressive Investor,≤100,1
Brito & Associates - Immigration Matters,These ads ran without a disclaimer,≤100,1
We Ting Radio,"3rd Degree Promotions, LLC",≤100,1
Ebony & Ivory 411 Talk,Jeanette Largent,≤100,1
Wayne Groff for Roseville,Volunteers for Wayne Groff,≤100,6
SolX Energy,These ads ran without a disclaimer,≤100,1
Catrina Sauvage,These ads ran without a disclaimer,≤100,1
Freely Project,These ads ran without a disclaimer,≤100,2
Raise Up Missouri,Raise Up Missouri,≤100,1
Door of Hope,These ads ran without a disclaimer,≤100,1
Havis for Senate,Havis for Senate,≤100,1
Critical Mass Dance Company & Dance from the Heart,These ads ran without a disclaimer,≤100,1
Connect.ai,Connect AI,≤100,4
Pittsburgh History & Landmarks Foundation,Pittsburgh History & Landmarks Foundation,≤100,1
Patriots to Restore our Constitutional Republic,These ads ran without a disclaimer,≤100,1
New Orleans Musicians' Clinic,These ads ran without a disclaimer,≤100,2
Log Cabin Republicans of Broward,Gilbert Montalvo,≤100,1
"Central Union Mission, DC",These ads ran without a disclaimer,≤100,1
Fine Art by Nathan Miller,These ads ran without a disclaimer,≤100,2
Seattle Aquarium,Seattle Aquarium,≤100,1
Greenbrier County Democratic Women's Club,Greenbrier Valley Democratic Women's Club,≤100,1
McKinleyville Community Services District,These ads ran without a disclaimer,≤100,1
Visit Yankton,These ads ran without a disclaimer,≤100,1
Rossifari,These ads ran without a disclaimer,≤100,1
Cape Shark Co.,These ads ran without a disclaimer,≤100,2
"A Donkey’s Tale-Longears Rescue, Oklahoma",These ads ran without a disclaimer,≤100,2
Northwest Land & Sea,These ads ran without a disclaimer,≤100,1
SCORE,"the State Collaborative on Reforming Education, a nonpartisan education advocacy nonprofit in Tennessee",≤100,1
Rock Creek Conservancy,Rock Creek Conservancy,≤100,1
The Walk In Closet,These ads ran without a disclaimer,≤100,1
Love Detroit Prevention Coalition,Love Detroit Prevention Coalition,≤100,3
Santa Barbara Rescue Mission,Santa Barbara Rescue Mission,≤100,1
Richard L. Hanna Attorney At Law,These ads ran without a disclaimer,≤100,2
SimpleFits,These ads ran without a disclaimer,≤100,1
Joe Merkel,These ads ran without a disclaimer,≤100,1
Georgia Local News,These ads ran without a disclaimer,≤100,2
"Middletown, OH","Middletown, OH",≤100,2
Guilford Co Republican Party,Guilford County Republican Party,≤100,1
Electrical Safety Foundation International (ESFI),the Electrical Safety Foundation International,≤100,1
Destiny's Children Early Learning Center,These ads ran without a disclaimer,≤100,2
Sedgwick County Democratic Women,Stacy Shanahan,≤100,1
Women's Earth and Climate Action Network,Women's Earth and Climate Action Network (WECAN) International,≤100,1
Community Health Endowment of Lincoln,Community Health Endowment of Lincoln,≤100,1
American Pakistan Foundation,These ads ran without a disclaimer,≤100,1
Space Center Houston,Space Center Houston,≤100,2
Wichita Pachyderm Club,John Todd,≤100,1
Congregation Agudath Sholom,These ads ran without a disclaimer,≤100,1
Flying Lessons: What the Birds are Teaching Us,These ads ran without a disclaimer,≤100,1
Bastrop Opera House,These ads ran without a disclaimer,≤100,1
Goshen College,These ads ran without a disclaimer,≤100,1
ISRAEL Advantage Tours,Israel Advantage Tours,≤100,2
Time To Be Herd,These ads ran without a disclaimer,≤100,1
FBCH I One More Child,FBCH I One More Child,≤100,1
Friends & Neighbors,FRIENDS  & NEIGHBORS OF MARTIN COUNTY,≤100,1
The Blood Throne of Caria,"Sekhmet Liminal Press, LLC",≤100,1
Chicago Artisan Market,These ads ran without a disclaimer,≤100,2
"Don Overcash City Councilor Ward 4, Mayor Pro Tem","Don Overcash, Loveland City Councilor",≤100,1
Nonprofit Talent - Regional Knowledge. National Reach.,These ads ran without a disclaimer,≤100,1
Dr. Phil Knight - Food for Thought - Food Bank Council of Michigan,Dr. Phil Knight,≤100,1
NewFoundation Productions,These ads ran without a disclaimer,≤100,1
Fresh Pickins,These ads ran without a disclaimer,≤100,1
The Watch Bratva,These ads ran without a disclaimer,≤100,2
Mandala Education,These ads ran without a disclaimer,≤100,2
Cariel Coates Music,These ads ran without a disclaimer,≤100,2
Liveable Arlington,Liveable Arlington,≤100,1
Bridge Of Peace Syria,These ads ran without a disclaimer,≤100,1
Ednovate Charter Schools,These ads ran without a disclaimer,≤100,1
Phyllis Chesler,Phyllis Chesler,≤100,1
"Hollywood Farmers Market - Portland, Oregon",These ads ran without a disclaimer,≤100,1
Boise City Council Member TJ Thomson,These ads ran without a disclaimer,≤100,1
Save the Rain,These ads ran without a disclaimer,≤100,1
Executive Warren C. Evans,Wayne County,≤100,1
Straight Twist - Animal Welfare,Straight Twist,≤100,1
Darrell Stallworth,These ads ran without a disclaimer,≤100,1
