Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
The Hate Club,The Hate Club,≤100,3
Missouri Local News,These ads ran without a disclaimer,≤100,2
Unofficial: Under Siege,Under Siege,≤100,2
Delightful Box,These ads ran without a disclaimer,≤100,1
TulsaPeople Magazine,Langdon Publishing,≤100,2
Pelton Graham LLC,These ads ran without a disclaimer,≤100,2
Rapha House,These ads ran without a disclaimer,≤100,3
Society To End the Entitlement Mentality - STEEM,Society To End The Entitlement Mentality,≤100,1
John Thune,Friends of John Thune,≤100,1
Vote Tera Klutz,Friends of Tera Klutz,≤100,1
Prolong Razor Case,Richard Marquette,≤100,2
"Terrell Barnes, Roselle Public Library District Trustee",Friends of Terrell Barnes,≤100,1
Latet- Israeli Humanitarian Aid,Latet,≤100,5
Clearwater Project,The Sanitation Districts of LA County,≤100,1
Living Evergreen,Washington Environmental Council,≤100,1
"Dr. Jennifer Cantu, Democrat for State Representative HD-85","Jennifer Cantu for Texas State Representative 85, Elizabeth Mendoza, Treasurer",≤100,1
AGRA Watch,Community Alliance for Global Justice,≤100,1
Indiana Lawyer,Indiana Lawyer,≤100,2
Newgate Mission,Newgate Mission,≤100,1
Virginia Militia,Constitutional conservative,≤100,1
Texas Values,Texas Values,≤100,1
Red Bluff-Tehama County Chamber of Commerce,These ads ran without a disclaimer,≤100,1
Penthouse Rooftop Restaurant & Bar,These ads ran without a disclaimer,≤100,2
Pride Foundation,Pride Foundation,≤100,1
King's Raid,These ads ran without a disclaimer,≤100,3
350 Spokane,350 Spokane,≤100,1
Houston Oasis,Houston Freethought Oasis,≤100,1
1st Tuesday Conservatives,Scott Nintzel,≤100,1
Rex Emerson,Rex Emerson,≤100,1
Education Post,"Education Post, a nonpartisan nonprofit that amplifies the voices of parents, teachers and students advocating for high-quality public schools for every child in the U.S.",≤100,1
Councilman Travis Bruton,Travis Bruton,≤100,1
Antisocialists,Antisocialists,≤100,1
Elani for Ward 4 State Board of Education,"Elani for State Board, Sekou Biddle Treasurer",≤100,1
Ramadan & Associates,Ramadan & Associates,≤100,1
Seattle Aquarium,These ads ran without a disclaimer,≤100,1
Hoover Institution,These ads ran without a disclaimer,≤100,9
Uproxx Hip-Hop,UPROXX,≤100,1
Help Animals India,These ads ran without a disclaimer,≤100,1
Ron Paul Institute for Peace and Prosperity,Ron Paul Institute for Peace and Prosperity,≤100,1
Fair Districts PA Dauphin County,Fair Districts PA,≤100,1
Fix Our Roads Alabama,"the Alliance for Alabama’s Infrastructure, 2 North Jackson Street, Montgomery, AL 36104",≤100,12
Shane & Anne- The Cascade Team Real Estate,These ads ran without a disclaimer,≤100,1
Manuel Zapata - For E-Board of the CDP,Manuel Zapata For CDP Delegate,≤100,1
Bristol Republicans Podcast,Dennis McGee Jr.,≤100,1
Citizens for Safe Water Around Badger,These ads ran without a disclaimer,≤100,1
"Danville, IL Local",These ads ran without a disclaimer,≤100,1
Seven Hills Reporter,Timothy Fraundorf,≤100,1
Rowan County Republican Party,Rowan County Republican Party,≤100,1
Ocean Conservation Research - OCR,These ads ran without a disclaimer,≤100,1
FD Insurance,These ads ran without a disclaimer,≤100,1
Self Defense Fit Lab,"Self Defense Fit Lab, Inc.",≤100,1
Providence Rescue Mission,These ads ran without a disclaimer,≤100,2
High Falls Conservancy,These ads ran without a disclaimer,≤100,1
941area.com,These ads ran without a disclaimer,≤100,1
Dan Shaul,"Friends Of Shaul, Scott Brothers Treasurer.",≤100,1
"Brenda Goulette, Licensed Real Estate Salesperson",These ads ran without a disclaimer,≤100,1
Auctions for the Animals,These ads ran without a disclaimer,≤100,1
Emily Brewer,Friends of Emily Brewer,≤100,1
Friends of Riverside County Sheriff Chad Bianco,Friends of Chad Bianco,≤100,1
Asia Pacific Cultural Center,Asia Pacific Cultural Center,≤100,1
Raising Women's Voices,Raising Women's Voices,≤100,1
STEAK Worldwide,These ads ran without a disclaimer,≤100,1
Brian Dembinski - Amherst Councilman,Friends of Brian Dembinski,≤100,1
CAIR Sacramento Valley,CAIR Sacramento Valley,≤100,1
Armin Mizani for Keller,Armin Mizani,≤100,1
Virginia Harm Reduction Coalition,Virginia Harm Reduction Coalition,≤100,1
UConn Alumni,These ads ran without a disclaimer,≤100,1
Inspiring Africa,These ads ran without a disclaimer,≤100,1
Rossana for 33rd Ward Alderman,People for Rossana,≤100,1
Curgiofficial,These ads ran without a disclaimer,≤100,1
Morgantown Mayor Billy Phelps,Billy Phelps,≤100,1
Breeze Art Creatives,These ads ran without a disclaimer,≤100,1
Corrections to College California,Corrections to College California,≤100,1
We Raise Foundation,These ads ran without a disclaimer,≤100,2
Women's March on Washington - Pittsburgh,Tracy Baton and authorized by the Women's March on Washington - Pittsburgh,≤100,1
Chai Five Tea Co.,These ads ran without a disclaimer,≤100,2
Rising Sun Martial Arts of Jupiter,These ads ran without a disclaimer,≤100,1
Ron Granieri's Idea Factory,Ronald Granieri,≤100,1
Mississippi Selective Service System,Mississippi Selective Service System,≤100,1
Pettis County Elections Office,Pettis County Clerks Office,≤100,1
Majestic Management,These ads ran without a disclaimer,≤100,1
American Jewish World,American Jewish World,≤100,3
Set Free Movement - Central Valley,Vicki Lopes,≤100,1
Vivre Zen,Vivre Zen Co,≤100,1
Kialo,These ads ran without a disclaimer,≤100,3
Anglican Relief & Development Fund,These ads ran without a disclaimer,≤100,2
Fun with Politics and Religion,Fun with Politics and Religion,≤100,1
Indiana Local News,These ads ran without a disclaimer,≤100,4
Stop The Old Hickory Lake Quarry,These ads ran without a disclaimer,≤100,1
David K. Payne,"David K Payne and is not affiliated with, endorsed by, or an endorsement of any Political Group.",≤100,1
Hillview Motorsports,These ads ran without a disclaimer,≤100,1
AllVets,These ads ran without a disclaimer,≤100,1
Care to Learn,These ads ran without a disclaimer,≤100,1
Joplin Area Chamber of Commerce,These ads ran without a disclaimer,≤100,1
John Flynn for State Representative,Flynn 2018,≤100,1
Side2Side,These ads ran without a disclaimer,≤100,2
Councilwoman Monica Rodriguez,Councilwoman Monica Rodriguez,≤100,1
"North Country Prenatal/Perinatal Council, Inc","North Country Prenatal Perinatal Council, Inc.",≤100,1
Enchanting X Swarovski Designs,These ads ran without a disclaimer,≤100,2
WonderRoot,These ads ran without a disclaimer,≤100,1
Camaron Stevenson for Phoenix City Council,Committee to Elect Camaron Stevenson,≤100,6
InMaricopa,InMaricopa Media and News Organization,≤100,2
Aqua Nails Pedi Spa,These ads ran without a disclaimer,≤100,1
Bob for MPS,BobForMPS,≤100,1
United Farmer Veterans of Maine,United Farmer Veterans of Maine,≤100,1
Perspective of an American Black Man,These ads ran without a disclaimer,≤100,1
Jack Patrick Lewis,Jack Patrick Lewis Committee,≤100,1
Brazos Press,Brazos Press,≤100,1
Gaiser Bee Co.,These ads ran without a disclaimer,≤100,1
Arcane Treasures Antique Store WWII Items And Other Oddities,Arcane Treasures,≤100,2
Kidznotes,These ads ran without a disclaimer,≤100,1
River Jordan Inc.,These ads ran without a disclaimer,≤100,1
The Fellowship Community,These ads ran without a disclaimer,≤100,1
Bill Hearn,Bill Hearn for Mayor,≤100,1
Weston Snowboards,Weston Snowboards,≤100,1
Children's Home & Aid,These ads ran without a disclaimer,≤100,1
American Indian Chamber of Commerce of Oklahoma,These ads ran without a disclaimer,≤100,1
Food Connection,These ads ran without a disclaimer,≤100,1
The Campaign To Keep Guns Off Campus - Florida,Andy Pelosi,≤100,1
CWS,These ads ran without a disclaimer,≤100,1
Athens Impact Socially Responsible Investments,Athens Impact Socially Responsible Investments,≤100,1
Streetfire Ministries,These ads ran without a disclaimer,≤100,1
Environmental Progress,Environmental Progress,≤100,1
Chase Brexton Health Care,These ads ran without a disclaimer,≤100,1
Phillips Armstrong,These ads ran without a disclaimer,≤100,1
"Center for the Study of White American Culture, Inc.","Center for the Study of White American Culture, Inc.",≤100,1
Placar,These ads ran without a disclaimer,≤100,1
Goldfish Entertainment,These ads ran without a disclaimer,≤100,1
Duke University - John Hope Franklin Center,Duke University's John Hope Franklin Center for Interdisciplinary and International Studies.,≤100,1
GeorgeNorth,These ads ran without a disclaimer,≤100,1
Plant City Career Academy,Plant City Career Academy,≤100,1
St. Kolbe-Puckett Center for Healing,These ads ran without a disclaimer,≤100,1
GreEighter Pass,These ads ran without a disclaimer,≤100,1
St. Pete Heights Neighborhood Association,St. Pete Heights Neighborhood Association,≤100,1
Essence of Christ,These ads ran without a disclaimer,≤100,1
The Travelers Suitcase,The Travelers Suitcase,≤100,2
Second Harvest of the Big Bend,These ads ran without a disclaimer,≤100,1
Durham CT Democrats,The Durham Democratic Town Committee,≤100,1
Blind Faith Foundation,These ads ran without a disclaimer,≤100,1
"Rita Sayij, NMLS 239045",These ads ran without a disclaimer,≤100,1
EcoVivarium,These ads ran without a disclaimer,≤100,3
Hy-Vee,These ads ran without a disclaimer,≤100,1
Unauthorized Absence podcast,These ads ran without a disclaimer,≤100,2
Jaya McSharma,McSharma Productions,≤100,1
Yoga Farm,These ads ran without a disclaimer,≤100,1
Tulsa Zoo,These ads ran without a disclaimer,≤100,1
Rep. Dan Frankel,PA House Democratic Caucus,≤100,1
Special Olympics Wisconsin,Special Olympics Wisconsin,≤100,1
Linglestown Gazette,Linglestown Gazette,≤100,2
Michigan Online,University of Michigan,≤100,4
USA for IOM,These ads ran without a disclaimer,≤100,1
TopstepFX,These ads ran without a disclaimer,≤100,3
Informing Christians,Debra J.M. Smith of Informing Christians,≤100,1
Danielle Shelton for Judge,SHELTON FOR JUDGE,≤100,3
Ray's Country Ham,These ads ran without a disclaimer,≤100,1
Tom Hanks For President,These ads ran without a disclaimer,≤100,1
WPVM 103.7  Community radio featuring the arts & culture of Asheville.,Davyne Dial,≤100,1
Arcadia Power,These ads ran without a disclaimer,≤100,1
Ryan A. Farber,Ryan A. Farber For President,≤100,1
"Axis Advisors, LLC",These ads ran without a disclaimer,≤100,1
MountainTrue,MountainTrue,≤100,1
Proud United States Veterans,These ads ran without a disclaimer,≤100,1
Crows Hollow Wildlife Care,These ads ran without a disclaimer,≤100,1
South Carolina Local News,These ads ran without a disclaimer,≤100,3
Political and Civic Involvement Opportunities Inc.,Political and Civic Involvement Opportunities of Mass. Inc Nonprofit,≤100,1
New York State Local News,These ads ran without a disclaimer,≤100,4
Palm Beach Indivisibles,Laura Cain,≤100,1
Councilman John Moss,"John D. Moss Campaign, Candidate",≤100,1
Average Youth Ministry,Benjamin Kerns,≤100,1
SC Interfaith Power & Light,These ads ran without a disclaimer,≤100,2
WorldWatch,Stephen Lloyd Gilbreath,≤100,4
Barron County Republican Party,Barron County Republican Party,≤100,1
Endo What?,Endo What,≤100,1
The Spark that Generates Change,These ads ran without a disclaimer,≤100,1
Cascade County Democratic Central Committee,"Cascade County Democrats - Bill Strizich, Chair",≤100,1
Philip Teresi,"Philip Teresi, Fresno CA",≤100,1
Homeless Prevention Council of Lower Cape Cod,These ads ran without a disclaimer,≤100,1
Howstuffworks,ZooQuizzes,≤100,2
Vote LEVY for Rowan County Commissioner,The Committee to Elect Veleria M Levy,≤100,1
That Catholic Design,These ads ran without a disclaimer,≤100,1
Zerovana,These ads ran without a disclaimer,≤100,1
State Representative Shawn Thierry,State Representative Shawn Thierry,≤100,1
Momentitiousness,"Jason Leclerc, Principal. ARC-American Radical Centrist Party",≤100,1
The Ossining Documentary & Discussion Series,The Ossining Documentary and Discussion Series,≤100,1
Dismantle Today,These ads ran without a disclaimer,≤100,1
Trinity Scarves,These ads ran without a disclaimer,≤100,5
Dump Trump Clothing,Evan Little,≤100,3
Catholic Climate Covenant,Catholic Climate Covenant,≤100,1
Kent County Republican Central Committee,Tatiana Croissette,≤100,4
Hey Joe Guitar,Hey Joe Guitar,≤100,1
Dave Sutliff-Atias for City Council,Dave for Change,≤100,1
New Mexico For Equine Rights & Open Government,NM for Equine Rights & Open Government,≤100,2
Options for Women Cherry Hill,These ads ran without a disclaimer,≤100,1
Tracy Aviary,These ads ran without a disclaimer,≤100,1
National Vaccine Information Center,National Vaccine Information Center,≤100,2
Wide Angle Youth Media,These ads ran without a disclaimer,≤100,1
Mitchell Medical Group,These ads ran without a disclaimer,≤100,1
Jacob Matthew Renteria,Jacob Matthew Renteria,≤100,2
Sheriff-Elect Mark Pettway,The Committee to Elect Mark Pettway,≤100,2
Councilman Brandon M. Scott,People For Brandon M. Scott Alicia Wilson Treasurer,≤100,1
Share Our Selves,These ads ran without a disclaimer,≤100,1
Right by White podcast,These ads ran without a disclaimer,≤100,1
Building Hope Liberia,These ads ran without a disclaimer,≤100,1
Bridge of Hope National,These ads ran without a disclaimer,≤100,1
Ani-Mia,These ads ran without a disclaimer,≤100,1
Immigration360,Richard Loiseau,≤100,2
Concerned Citizens Of America,Concerned Citizens Of America,≤100,1
Green Rhino Super Cleaner,These ads ran without a disclaimer,≤100,1
San Diego Equality Business Association,SDEBA,≤100,2
Kincannon for Mayor,"Kincannon for Knoxville, Kelly Johnson, Treasurer",≤100,1
GROW,These ads ran without a disclaimer,≤100,1
Filter of Hope,These ads ran without a disclaimer,≤100,1
ChildrenFirst Health Care System,These ads ran without a disclaimer,≤100,1
Move the Earth,These ads ran without a disclaimer,≤100,1
The Trendy Troll,These ads ran without a disclaimer,≤100,3
Cellworks,FRIENDS OF Sherry-Ann Francis,≤100,1
Women Whistleblowers,These ads ran without a disclaimer,≤100,1
Wisconsin Local News,These ads ran without a disclaimer,≤100,3
Dell Children's Medical Center Foundation,These ads ran without a disclaimer,≤100,1
Franciscan Missions,Franciscan Missions,≤100,5
Jaime Barlucea Maldonado,Jaime Barlucea,≤100,1
Empower Missouri,Empower Missouri,≤100,1
Ecobuilt inc.,ecobuilt,≤100,2
Sweet Blossoms,Sweet Blossoms,≤100,1
Strategic Solutions for a New Middle East with Denice on the Middle East,Denice Gary-Pandol,≤100,1
"Brownsville, TX Local",These ads ran without a disclaimer,≤100,1
Brave New Look,These ads ran without a disclaimer,≤100,4
TrumpWatch,TrumpWatch,≤100,1
Humanity Now: Direct Refugee Relief,These ads ran without a disclaimer,≤100,1
Steve,Chris Allport,≤100,1
Muslim Congress,These ads ran without a disclaimer,≤100,3
DG Gabber - Downers Grove Community Website,DGGAB,≤100,1
Antler Ridge Wildlife Sanctuary,These ads ran without a disclaimer,≤100,1
Parents' Alliance for Strong Schools,Parents' Alliance for Strong Schools,≤100,2
Planned Parenthood of New York City Action Fund,These ads ran without a disclaimer,≤100,1
Vote for Medini,Friends of Marcello Medini,≤100,1
Occupy Dumbocrats,Occupy Republicans,≤100,1
Team Fidelis,Team Fidelis,≤100,1
Will Ares for School Board,Will Ares For School Board,≤100,1
Let Africa Live,Let Africa Live,≤100,3
Peachtree Corners,"Peachtree Corners Life to promote interviews, shows and information on our news website and podcast show.",≤100,1
Capitalism For Canada,These ads ran without a disclaimer,≤100,1
"Lift him up, America",These ads ran without a disclaimer,≤100,1
"Ray's the Roof Real Estate Investments, LLC",Ray Lacen in conjunction with Ray's the Roof House the Homeless Foundation.,≤100,1
Edible San Francisco Magazine,Edible San Francisco,≤100,1
Center for Migration Studies of New York,Center for Migration Studies of New York,≤100,2
"Kelly Smith, Author",These ads ran without a disclaimer,≤100,1
Call Your Hits,These ads ran without a disclaimer,≤100,1
Cultura STEAM,These ads ran without a disclaimer,≤100,1
Wilton Democratic Town Committee,The Wilton Democratic Town Committee. Peter Squitieri Treasurer.,≤100,2
IndyPolitics.Org,These ads ran without a disclaimer,≤100,1
St. Mark's Lutheran Church : Fargo,These ads ran without a disclaimer,≤100,1
Actual Life Quotes,"Steve Isidor your local Medicare, Health and Life Insurance Adviser.",≤100,1
Q Christian Fellowship,These ads ran without a disclaimer,≤100,1
Edge Dairy Farmer Cooperative,Edge Dairy Farmer Cooperative,≤100,1
Mad Dog PAC,Mad Dog Political Action Committee,≤100,2
Knob Creek Gun Range,These ads ran without a disclaimer,≤100,1
ChimfunshiUSA,These ads ran without a disclaimer,≤100,2
ROC Warriors,ROC Warriors,≤100,1
Surfrider Foundation Miami Chapter,Surfrider Foundation,≤100,1
"Debbie Mohr Milnar, Realtor with The Danberry Co.",These ads ran without a disclaimer,≤100,1
Women's Medical Fund Wisconsin,Women's Medical Fund,≤100,1
Elaissia Sears for West Mesa Justice of the Peace,Sears For Justice,≤100,1
Interactive Health Technologies,These ads ran without a disclaimer,≤100,1
Pastors for Texas Children,Pastors For Texas Children,≤100,1
Delegate Karrie Delaney,Delaney for Delegate,≤100,1
California Local News,These ads ran without a disclaimer,≤100,4
Life's A Wave,These ads ran without a disclaimer,≤100,1
Illinois Local News,These ads ran without a disclaimer,≤100,2
Dr  Mo Health & Wellness Center,These ads ran without a disclaimer,≤100,2
E | N  Expressions NYC,These ads ran without a disclaimer,≤100,1
Quality Water Service,These ads ran without a disclaimer,≤100,1
C&I Reach,C&I Reach,≤100,1
OutRight Action International,OutRight Action International,≤100,4
The American Vision,The American Vision,≤100,1
Laura Kostin - Laura for CT,"Laura for CT. Molly Saleeby, Treasurer.",≤100,1
Atoosa Reaser for School Board,The Committee to Elect Atoosa Reaser,≤100,3
Jeff Baron for City Council 2018,Jeff Baron for City Council 2018 (FPPC #1406039),≤100,1
Answer Suncoast,Answer Suncoast,≤100,1
The HealthWell Foundation,These ads ran without a disclaimer,≤100,1
Colorado Religious Coalition for Reproductive Choice,Keep Abortion Safe,≤100,1
"Bridges Outreach, Inc.","Bridges Outreach, Inc.",≤100,1
KEEP Alaska Competitive,KEEP Alaska Competitive,≤100,1
Guitars For Vets Westchester NY,These ads ran without a disclaimer,≤100,1
Custom Sunshine,Custom Sunshine,≤100,1
Claudio Ferrer  Jr.,Página oficial de Claudio Ferrer Jr. próximo Representante del Distrito 12 para el 2020. Actualizaciones realizadas por Claudio Ferrer Jr. serán firmadas-CFM,≤100,1
Atlanta Lab Rescue,These ads ran without a disclaimer,≤100,1
Tariro Hope Inc,These ads ran without a disclaimer,≤100,1
Tee Special,These ads ran without a disclaimer,≤100,9
Annmarie Jensen for Colorado,Jensen for Colorado,≤100,1
Loon Echo Land Trust,These ads ran without a disclaimer,≤100,2
NoticiasCristianas.com,El Misionero International Inc.,≤100,1
ONEArmenia,These ads ran without a disclaimer,≤100,1
Lilith Magazine,These ads ran without a disclaimer,≤100,1
David Rosenberg - Licensed Insurance Agent,David Rosenberg,≤100,2
Department of Homeland Security,These ads ran without a disclaimer,≤100,1
Upstate Jobs Party,Upstate Jobs Committee,≤100,1
Santa Fe Jewish Center - Chabad,These ads ran without a disclaimer,≤100,1
MBCS Foundation,These ads ran without a disclaimer,≤100,1
"Concerned Taxpayers of Scarborough, Maine",SMARTaxes PAC,≤100,1
HealthMatchup,These ads ran without a disclaimer,≤100,2
Food For The Poor Inc.,These ads ran without a disclaimer,≤100,1
Danby & Freer Tax Service,These ads ran without a disclaimer,≤100,1
Alexia A Aldebol,Alexia A Aldebol,≤100,1
Feminists Choosing Life of New York,These ads ran without a disclaimer,≤100,1
Families Fighting Flu,These ads ran without a disclaimer,≤100,1
Host Defense,These ads ran without a disclaimer,≤100,1
The Maryland Crabs Podcast,The Maryland Crabs Podcast,≤100,1
Clear Shower XL,Clear Shower XL,≤100,1
CRECIMOS,These ads ran without a disclaimer,≤100,1
Colorado School of Public Health,These ads ran without a disclaimer,≤100,1
LaFrance Family Law,These ads ran without a disclaimer,≤100,2
Pixel Bakery,Pixel Bakery,≤100,1
"Mission of St. Clare: Online Daily Office, Episcopal Book of Common Prayer",Alan Herendich,≤100,1
Mexican Libertarian,"Abel Chirino, the Mexican Libertarian",≤100,1
Alturi,AlturiOrg,≤100,1
Hirstified,Hirstified,≤100,1
Disabled Rights Action Committee Utah,These ads ran without a disclaimer,≤100,1
The 4SRanch Del Sur Community Foundation,These ads ran without a disclaimer,≤100,1
Bend YMCA,the YMCA,≤100,1
"CPA Partners, LLC",CPA Partners LLC,≤100,1
For Days,These ads ran without a disclaimer,≤100,1
Friends of Ridgefield National Wildlife Refuge,Friends of Ridgefield National Wildlife Refuge,≤100,1
Baltimore County Executive-Elect Johnny Olszewski,"Friends of John Olszewski, Jr. Eric Schleibaum, treasurer.",≤100,1
Commissioner Doug Underhill,"Commissioner Doug Underhill, Escambia County Commissioner, District 2",≤100,1
Muskegon Jobs Now,Muskegon Jobs Now,≤100,1
Liyah Babayan The People First,Babayan,≤100,1
Environmental Media Association,Environmental Media Association,≤100,2
In Search of Liberty,Scott D. Welch,≤100,1
First Electric Cooperative,First Electric Cooperative,≤100,1
"Vote YES For Our Schools, Our Community",Vote Yes on Schools,≤100,1
JFK Hyannis Museum,These ads ran without a disclaimer,≤100,1
Mattie Hudson State Farm Agent Mississippi Insurance,These ads ran without a disclaimer,≤100,1
SafeHaven Campus and Learning Center,These ads ran without a disclaimer,≤100,1
FinFlam.com,John Lopez,≤100,1
W.Whitman Books,H. Douglas Guevara,≤100,1
eCrush-IT Services,These ads ran without a disclaimer,≤100,1
Idaho Press,the Idaho Press.  A community newspaper serving Southwest Idaho for over 135 years.,≤100,1
GaitWay Therapeutic Horsemanship Baton Rouge,These ads ran without a disclaimer,≤100,1
Designated Report,These ads ran without a disclaimer,≤100,1
Lewies Vander,These ads ran without a disclaimer,≤100,1
Eric Leckey for City Council,Leckey,≤100,1
Lanneickia Brewton,These ads ran without a disclaimer,≤100,1
The Inclusion Collective,These ads ran without a disclaimer,≤100,1
Vélez & Vélez Law Office,These ads ran without a disclaimer,≤100,1
"Revive Naturopathic Medicine, Inc.",These ads ran without a disclaimer,≤100,1
I Care,I Care,≤100,1
Medicines For Humanity,These ads ran without a disclaimer,≤100,1
The Bill and Kali Show,The Bill and Kali Show,≤100,1
McLean County Chamber of Commerce,These ads ran without a disclaimer,≤100,1
Lourie Gamboa- Stratton Davis Realty,These ads ran without a disclaimer,≤100,2
Bridgeway Church,These ads ran without a disclaimer,≤100,1
Peter Amundson for City Council 2018,Peter Amundson for City Council 2018,≤100,2
Lakeway CASA,These ads ran without a disclaimer,≤100,1
Achieving Heterosexuality,These ads ran without a disclaimer,≤100,2
7th District Town Hall Meeting,7th District Town Hall,≤100,1
Elect Margaret Staggers 2018,Elect Staggers,≤100,1
Hilltop Bible,These ads ran without a disclaimer,≤100,1
Gunter Pest & Lawn,These ads ran without a disclaimer,≤100,1
Southern Border Communities Coalition,Southern Border Communities Coalition,≤100,1
"Bark Busters of Charleston, SC",These ads ran without a disclaimer,≤100,1
Council for the Homeless,These ads ran without a disclaimer,≤100,1
Campbell First,Campbell First PAC,≤100,1
Michiganders Against Corruption,Michiganders Against Corruption (MAC),≤100,1
On Your Sleeve,ON YOUR SLEEVE,≤100,6
Stephen Ritz,These ads ran without a disclaimer,≤100,1
Berry Law Firm,These ads ran without a disclaimer,≤100,1
University of Minnesota School of Public Health,These ads ran without a disclaimer,≤100,1
SURJ - Oakland/Bay Area,Volunteer members of SURJ Bay Area,≤100,1
TMJ Therapy and Sleep Center of Colorado,These ads ran without a disclaimer,≤100,1
Under a Rock.,These ads ran without a disclaimer,≤100,1
Mike Smith's editorial cartoons,Mike Smith,≤100,1
Donna McLeod,Donna McLeod,≤100,1
thread,These ads ran without a disclaimer,≤100,2
Yamhill County Awareness,Yamhill County Awareness,≤100,1
St. Philip's School & Community Center,These ads ran without a disclaimer,≤100,1
"Alma Center, Inc.",These ads ran without a disclaimer,≤100,3
Plant City Right. Now.,Plant City Right. Now.,≤100,1
"Family Health & Wellness Center, P.C.",These ads ran without a disclaimer,≤100,1
Workers' Dignity Dignidad Obrera,These ads ran without a disclaimer,≤100,1
Topix Rewind,These ads ran without a disclaimer,≤100,2
People For Palmer Park,These ads ran without a disclaimer,≤100,1
LDS Business College - Social Media Marketing Program,These ads ran without a disclaimer,≤100,2
Northeast Iowa Food Bank,Northeast Iowa Food Bank,≤100,1
TheWildandCO,wild + co,≤100,1
Allen County Right to Life,Allen County Right to Life,≤100,1
Robert Walter for School Board Member,Friends of Robert Walter,≤100,1
Pride Disposal Company,These ads ran without a disclaimer,≤100,1
Eddie Javier,Comité Amigos de Eddie Javier Senador 2020 para el Distrito Mayagüez - Aguadilla,≤100,1
Explain Life,These ads ran without a disclaimer,≤100,1
Nourish Pierce County,These ads ran without a disclaimer,≤100,1
Riverca Group Insurance,These ads ran without a disclaimer,≤100,2
Indivisible: Ohio District 12,"Indivisible OH12, a voluntary organization.",≤100,1
Clila- Coalición De Líderes Latinos,These ads ran without a disclaimer,≤100,1
Laugh about it,Carolyn Crampton (25446958),≤100,1
B.Orgnl,These ads ran without a disclaimer,≤100,1
Melanie Stansbury for NM,"Melanie for NM, Donna Lockner, Treasurer.",≤100,1
Kyle MacVicar: Allstate Insurance,These ads ran without a disclaimer,≤100,1
Bishop Talbert Swan,Bishop Talbert Swan,≤100,1
Domestic Violence Wears Many Tags Organization (DVWMT),These ads ran without a disclaimer,≤100,1
Pocket Graffit,These ads ran without a disclaimer,≤100,1
Ms. Fystee,These ads ran without a disclaimer,≤100,2
Sustain,Sustain Music & Nature,≤100,1
Nicole Miller for OK,Friends of Nicole Miller for HD82,≤100,1
"Don't Judge Me, Help Me - Opiate Outreach of North Carolina",Toni Shaffer Thomas,≤100,1
Elephants Delicatessen,These ads ran without a disclaimer,≤100,1
Homebuyer Edu - by Kyle Bergquist & PRMI Seattle,Kyle Bergquist and PRMI Seattle,≤100,1
"Thompson Congregational, United Church of Christ","Thompson Congregational, United Church of Christ",≤100,1
"Berkeley, CA Local",These ads ran without a disclaimer,≤100,4
Wave Warriors Ocean Awareness Project,Wave Warriors Ocean Awareness Project,≤100,2
Queer Arts Arkansas,Queer Arts Arkansas,≤100,1
Save James Island,Save James Island,≤100,2
Allied Marketing Insurance Your Local Agency for Florida Blue,These ads ran without a disclaimer,≤100,1
Grab Them By The Ballot,Garb Them By the Ballot,≤100,1
Immigrant Report,Immigrant Report,≤100,1
The SKyPAC,These ads ran without a disclaimer,≤100,1
"Sav-A-Life Bessemer, Inc",These ads ran without a disclaimer,≤100,1
Conspiracy of Birds,These ads ran without a disclaimer,≤100,1
Feed My People Food Bank,These ads ran without a disclaimer,≤100,1
"Senator-elect Jessica de la Cruz, District 23",Friends of Jessica de la Cruz,≤100,1
Kathy's Nifty Gadgets,These ads ran without a disclaimer,≤100,6
"Wayne County, Michigan",Wayne County,≤100,1
i.HUG,These ads ran without a disclaimer,≤100,1
ASAP Ministries,These ads ran without a disclaimer,≤100,1
I Honor Your Service to America.com,These ads ran without a disclaimer,≤100,1
Sensuous Sandwich,These ads ran without a disclaimer,≤100,1
Mindvalley,These ads ran without a disclaimer,≤100,1
West County Mandarin School Parent Group,These ads ran without a disclaimer,≤100,1
Shelter Our Pets,These ads ran without a disclaimer,≤100,1
Tuff Girl Livermore,These ads ran without a disclaimer,≤100,1
Chester Citizens for Ethical Government,Chester Citizens for Ethical Government Members,≤100,2
Lady's Island Energy Savers,These ads ran without a disclaimer,≤100,1
Run Next for Mount Pleasant,Run Next for Mount Pleasant,≤100,1
What's Up Media Network,What's Up Media Network,≤100,2
NW Honeybee Habitat Restoration,These ads ran without a disclaimer,≤100,1
Scientology Network,Church of Scientology International,≤100,1
Transgender Voter Network,These ads ran without a disclaimer,≤100,1
Muslim ARC - Muslim Anti-Racism Collaborative,Muslim Anti-Racism Collaborative,≤100,2
Yeshua’s Ransom,These ads ran without a disclaimer,≤100,1
Marine Fish Conservation Network,the Marine Fish Conservation Network,≤100,1
SmartTruck,These ads ran without a disclaimer,≤100,1
Q_Benzoe Gaming,Q Benzoe ENT,≤100,1
Just Roots,These ads ran without a disclaimer,≤100,1
Molen Tax,These ads ran without a disclaimer,≤100,21
She Is Safe,These ads ran without a disclaimer,≤100,1
"Justin M. Buffer, Author",Justin M. Buffer,≤100,2
M.News - objective news,These ads ran without a disclaimer,≤100,1
