Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
"Dr. Robert Love,  ADHD Expert",Dr. Robert Love,≤100,1
Gadget Flow,These ads ran without a disclaimer,≤100,2
Washington's Wolves,Conservation Northwest,≤100,1
Amy Grace Sloan RI Artist,Amy Sloan,≤100,1
CLEDA,Central Louisiana Economic Development Alliance,≤100,1
Reparations for Blacks 2020,Andrew Valdes,≤100,1
The Arc of Larimer County,The Arc of Larimer County,≤100,1
Seattle's Union Gospel Mission,These ads ran without a disclaimer,≤100,1
TakeAction Minnesota,TakeAction Minnesota,≤100,2
United Infoways,These ads ran without a disclaimer,≤100,1
Kenyan R. McDuffie,"The Office of D.C. Councilmember Kenyan R. McDuffie, Ward 5",≤100,4
Extreme Love Ministries,These ads ran without a disclaimer,≤100,1
Cook Mn,Cook Chamber of Commerce,≤100,2
Carlee White Gonzales for Hammond City Council Member District 2,the Carlee White Gonzales Campaign Fund,≤100,1
Brandon Arrington,"Brandon Arrington, Democrat, Osceola County Commission District 3",≤100,1
The Claremont Independent,The Claremont Independent,≤100,2
Austin Habitat for Humanity,Austin Habitat for Humanity,≤100,1
Sierra Club Pennsylvania Chapter,Sierra Club PA,≤100,2
The Giving Plate Community Food Relief Outreach,"The Giving Plate, Inc.",≤100,1
The Bell Policy Center,The Bell Policy Center,≤100,1
Ozark Off-Road Cyclists,Ozark Off Road Cyclists,≤100,1
Music for Resistance and Revolution,J Matthew Ash,≤100,4
Ristau Insurance Services,These ads ran without a disclaimer,≤100,1
Victor for Thurston County Prosecutor,Friends of Victor Minjares for Prosecutor.,≤100,1
Stephen Mansfield,Stephen Mansfield,≤100,1
Gundam Labs,Gundam Labs,≤100,1
The Reformed Constitutionalist,Coram Deo Media,≤100,1
Little Blue Natural Resources District,Little Blue Natural Resources District,≤100,1
Portsmouth School Board Member "Elect" De'Andre A. Barnes,De'Andre A. Barnes for School Board,≤100,2
Pennsylvania District Attorneys Association,Pennsylvania District Attorneys Association,≤100,1
The Original Poop Bags,The Original Poop Bags®,≤100,1
Falling Right 4 America,These ads ran without a disclaimer,≤100,1
Upper Hudson Green Party,Upper Hudson Green Party,≤100,1
Liberal Party of New York,Liberal Party of New York,≤100,1
Outdoorrevivalist,These ads ran without a disclaimer,≤100,1
Emmanuel J. Wilder,Friend of Emmanuel Wilder,≤100,1
Kentucky.com,These ads ran without a disclaimer,≤100,1
Ads UP,Ads-Up,≤100,4
Secure Guard Security Services,These ads ran without a disclaimer,≤100,1
Homebuyer Edu - by Kyle Bergquist & PRMI Seattle,Kyle Bergquist and PRMI Seattle,≤100,1
Myprariereader,My Prairie Reader,≤100,1
Metropolitan Water District of Southern California,These ads ran without a disclaimer,≤100,1
Protohaven,These ads ran without a disclaimer,≤100,1
Oregon Executive Club,Oregon Executive Club,≤100,1
Glendale Unified School District,Glendale Unified School District,≤100,2
Trump Impeachment,Brandon Skwira,≤100,1
Our York Media,Our York Media,≤100,1
John Muir Project of Earth Island Institute,John Muir Project,≤100,2
Wear Your Twuth,Wear Your Twuth,≤100,1
Beth Llewellyn McLaughlin,Beth Llewellyn McLaughlin For Texas House 97 Campaign,≤100,2
The Community Blood Center,These ads ran without a disclaimer,≤100,1
GoodGifts,These ads ran without a disclaimer,≤100,8
Nantucket Coastal Conservancy,Nantucket Coastal Conservancy,≤100,3
Julie Roys,Aletheia Media,≤100,2
Peg Perl for Denver Clerk,Perl for Denver,≤100,1
Shea Moriarty - Health Advisor,Shea Moriarty,≤100,1
Mayer's Karate & Fitness,These ads ran without a disclaimer,≤100,1
Kentucky Waterways Alliance,"Kentucky Waterways Alliance Inc. to protect, restore, and celebrate the waterways of the great Commonwealth of Kentucky",≤100,1
Southern California Telephone Company,These ads ran without a disclaimer,≤100,1
Hope for Students,The Expectations Project,≤100,1
Women's March San Luis Obispo,Women's March SLO,≤100,1
Mike Watson for Virginia,Friends of Mike Watson,≤100,1
Fort Construction,Fort Construction,≤100,1
GLSEN Maryland,"GLSEN MD, working towards LGBTQ-inclusive K-12 schools.",≤100,2
"Denman, Hamilton, & Associates CPA PLLC","Denman, Hamilton & Associates CPAs. Full Service Accounting Firm Specializing in Tax Planning and Consulting, Monthly Accounting Services, Auditing and Internal Controls, Full-Service Payroll, Contractors' Licensing, Financial Statement Preparation, and Profitability Analysis",≤100,1
Regen Network,Regen Network,≤100,1
The Bridge Academy Charter School,The Bridge Academy Charter School,≤100,1
"Nate Kilton, Plant City Commissioner","Nate Kilton, Plant City Commissioner",≤100,7
Yossi Klein Halevi,Yossi Klein Halevi,≤100,3
Rep. Eileen Horn,"Eileen For Kansas, Doni Mooberry, Treasurer",≤100,1
"City of Charlestown, Indiana","John Spencer on behalf of the Charlestown Chamber of Commerce, P.O. Box 494, Charlestown, IN  47111",≤100,1
Sabrina Cervantes,Sabrina Cervantes for Assembly - FPPC ID# 1392561,≤100,1
ButterPear,These ads ran without a disclaimer,≤100,1
Hobart Republicans,Hobart Republican Party,≤100,1
Obamaland: MOVIE,These ads ran without a disclaimer,≤100,1
Hillview Motorsports,These ads ran without a disclaimer,≤100,2
¿Qué es el Punto? Un programa de Televisión,El Misionero International Inc,≤100,1
Conservative Techie,Conservative Techie,≤100,1
JDC,These ads ran without a disclaimer,≤100,1
Fisher's Peak Ranch,Root House Studio,≤100,1
Ari Hoffman,Ari Hoffman,≤100,1
Dan Rodricks,"Dan Rodricks, The Baltimore Sun",≤100,1
Blue Ridge Outdoors Magazine,Blue Ridge Outdoors Magazine,≤100,1
L.A. City Attorney's Office,the Office of the L.A. City Attorney,≤100,1
National Association of State Lobbyists,National Association of State Lobbyists,≤100,1
Catholic Extension,Catholic Extension,≤100,1
Andrew Forrester for Mayor,Forrester for Madison,≤100,1
Worst President Ever,Studio Ticho Inc.,≤100,1
Vince Rizzo,These ads ran without a disclaimer,≤100,1
Indica - news,The following news article is just for political news information and not intended to influence any particular people or section of society.,≤100,2
Kittery Community Market,These ads ran without a disclaimer,≤100,1
"ROIG Communications, LLC","ROIG Communications, LLC",≤100,1
Project 21,the National Center for Public Policy Research,≤100,1
Brandon Wisenburg for Heights Trustee,Brandon Wisenburg,≤100,1
PTSD HURTS,These ads ran without a disclaimer,≤100,1
Vance D. Wyatt,Vance Wyatt Election Campaign,≤100,2
MagazineBlocks For Your Rights,MagazineBlocks LLC,≤100,1
Air Force One Experience,These ads ran without a disclaimer,≤100,8
Austrian Cultural Forum Washington,These ads ran without a disclaimer,≤100,1
Bishop Eric J. Freeman,Bishop Eric J. Freeman as a community service. The details of such are solely for informational purposes.,≤100,1
Freedom is never Free,These ads ran without a disclaimer,≤100,1
Books Brothers,Jay Helquist LLC,≤100,1
Atlanta Community Food Bank,These ads ran without a disclaimer,≤100,1
Karrum Nasser for Mayor of Terre Haute,Committee to Elect Karrum Nasser,≤100,2
Fair Districts PA - Fayette County,Fair Districts PA,≤100,1
Women's March on Washington - Pittsburgh,Tracy Baton and authorized by the Women's March on Washington - Pittsburgh,≤100,1
Christopher Reichert,These ads ran without a disclaimer,≤100,1
Boone Electric Cooperative,Boone Electric Cooperative,≤100,1
Lori Gummow,Citizens for Lori Gummow,≤100,1
Southwest Solutions,These ads ran without a disclaimer,≤100,2
TDWHarris,Texas Democratic Women of Harris County Metro,≤100,1
The Story Exchange,"The Story Exchange, a nonprofit independent news organization that covers female leadership and entrepreneurship. We are nonpartisan and subscribe to the highest journalistic standards. We do not endorse political candidates or positions.",≤100,1
GlobeIn,These ads ran without a disclaimer,≤100,8
NERO Immigration Law,"NERO Immigration Law, PL. The hiring of a lawyer is an important decision that should not be based solely upon advertisements. Before you decide, ask us to send you free, written information about our qualifications and experience.",≤100,1
Rock Legend,These ads ran without a disclaimer,≤100,1
TeXas Greens - Green Party of Texas (GPTX),Wesson Gaige,≤100,2
100 Pieces for Earth,These ads ran without a disclaimer,≤100,1
Parents for Public Schools Hawaii,LearningBond,≤100,2
Jeff Anderson & Associates,Jeff Anderson & Associates,≤100,1
Route 3 Films,These ads ran without a disclaimer,≤100,1
U-Konserve,These ads ran without a disclaimer,≤100,1
Milwaukee Courier,Milwaukee Courier,≤100,1
Emerger Strategies,These ads ran without a disclaimer,≤100,1
Peoples Progressive Media,Andy Fertal,≤100,2
Princess GieGie,These ads ran without a disclaimer,≤100,2
Magdalene Hope,"Magdalene Hope, Inc.",≤100,1
Stuck In The Middle With Andy Jorgensen,These ads ran without a disclaimer,≤100,1
CAIR Sacramento Valley,CAIR Sacramento Valley,≤100,3
Meals on Wheels of Metro Tulsa,These ads ran without a disclaimer,≤100,1
Alabama Today,Alabama Today.,≤100,2
GMS VA Benefits,These ads ran without a disclaimer,≤100,1
Jakob Kramer-Jensen "A Legacy for Positive Change",These ads ran without a disclaimer,≤100,1
Dirty Girl Cookbooks,Dirty Girl Cookbooks which is not affiliated with any political organization and is a media publishing company of cookbooks.,≤100,1
Shalon Latour for State Representative District 37- current CPPJuror # 10,Shalon Latour,≤100,1
Santa Barbara Alliance for Community Transformation,the SB Alliance for Community Transformation,≤100,1
Mary Watts for Santa Rosa City Council,Mary Watts for City Council 2018,≤100,1
The Florida Bar,These ads ran without a disclaimer,≤100,1
Webster Eye Care Associates,Webster Eye Care Associates,≤100,2
Isiah Williams Jr. for JJC Board,Friends for Isiah Williams Jr.,≤100,1
Virginia Term Limits,U.S. Term Limits,≤100,1
Haven Hills,These ads ran without a disclaimer,≤100,1
Tripolar Effect,Samantha Cannon,≤100,1
411US.info,411US info,≤100,1
Animal Petitions,Animal Petitions,≤100,8
Public Policy Institute of California,Public Policy Institute of California,≤100,1
"Brent Lewis, NMLS# 991936 - Movement Mortgage",Brent Lewis,≤100,1
Democrat for President,Dom Pascual,≤100,1
Lanphear Supply,This ad was not authorized by any candidate or candidate’s committee and Lauren Lanphear is responsible for the content of this advertisement.,≤100,1
Nicholas Fox Weber,These ads ran without a disclaimer,≤100,1
Alaskans Together For Equality,Alaskans Together For Equality,≤100,1
Bizer & DeReus,"Bizer & DeReus, LLC",≤100,1
North Texas Ford Dealers,These ads ran without a disclaimer,≤100,1
"Mitchell Blatt, Political Columnist","Mitchell Blatt, Political Columnist",≤100,1
Pasco Democratic Party,The Pasco Democratic Party,≤100,2
Ben Hornberger For Blair County Commissioner,Ben Hornberger For Blair County,≤100,1
Conversations with Bill Kristol,The Foundation for Constitutional Government,≤100,1
BRIC TV,BRIC TV,≤100,1
Kathy Martin for Wayne County DA,Friends of Kathy Martin,≤100,1
Dick's Market,These ads ran without a disclaimer,≤100,1
Lone Star Policy Institute,Lone Star Policy Institute,≤100,1
International Leaders Summit,International Leaders Summit,≤100,3
Mike Marland Cartoons,Mike Marland,≤100,1
The Ohio Society of Certified Public Accountants,The Ohio Society of Certified Public Accountants,≤100,1
George Borrello Chautauqua County Executive,George Borrello,≤100,1
On the MARK  Sports Bar & Grill,These ads ran without a disclaimer,≤100,1
Dorchester County Libertarian Party,Dorchester County Libertarian Party,≤100,1
Randy Randolph for Belleville Alderman,Randy Randolph for Belleville Alderman Ward 2,≤100,1
Community Water Justice,Community Water Justice,≤100,1
Health Care for All Oregon,Health Care for All Oregon,≤100,1
Havis for Senate,Havis for Senate,≤100,1
SilencedOrganic,Jake Todd,≤100,1
Theresa Siaw for 26th Ward Alderman,These ads ran without a disclaimer,≤100,1
NorCal Resist,NorCal Resist,≤100,3
"Hamtramck, USA","Hamtramck, USA",≤100,1
Justice Court Judge Chuck Hopkins,Committee to Re-Elect Chuck Hopkins,≤100,1
Texas Baptist Hunger Offering,These ads ran without a disclaimer,≤100,1
Historical Society of the NY Courts,Historical Society of the New York Courts,≤100,1
Cornerstone Christian Church,These ads ran without a disclaimer,≤100,1
WaterLegacy,WaterLegacy,≤100,1
This Week in Montgomery County Politics,This Week in Montgomery County Politics,≤100,1
Mayor Thomas Broderick,Thomas Broderick for Mayor,≤100,2
American 50,American 50,≤100,1
Scarsdale Forum,"The Scarsdale Forum, a 501(c)(3) charitable organization dedicated to community education through discussion and analysis of issues relevant to Scarsdale residents.",≤100,2
Darlington County Sheriff's Office,Sheriff Tony Chavis,≤100,1
Jim Malone for Carpentersville Trustee,Friends of Jim Malone,≤100,1
"Peter Capofreddi, Sycophant of the Establishment",Peter Capofreddi,≤100,1
Big Easy Magazine,These ads ran without a disclaimer,≤100,1
Save Washington Pets/Washington Alliance for Humane Legislation,Washington Alliance for Humane Legislation,≤100,3
rebel Financial,rebel Financial LLC,≤100,1
Councilmember Vincent Manfredi,Vote Manfredi 602-373-9996,≤100,1
California National Party,"the California National Party, California Statewide Committee, FPPC ID# 1387186",≤100,1
On the Grind,On The Grind,≤100,1
Mid-Island Y Jewish Community Center,Mid Island Y JCC,≤100,1
Shannon E. Kohl for Mayor of Martinsville,Shannon Kohl for Mayor,≤100,1
ACK Housing Solutions FORUM,ACK Housing Solutions Forum,≤100,1
Wilton Democratic Town Committee,The Wilton Democratic Town Committee. Peter Squitieri Treasurer.,≤100,1
Chocorua Lake Conservancy,"Chocorua Lake Conservancy (Chocorua, NH)",≤100,1
Unalienable,the Unalienable podcast,≤100,1
"Yumeka Brown, Matteson Village Clerk",Friends of Yumeka Brown,≤100,1
L. M. Lewis Consulting,L. M. Lewis Consulting,≤100,1
Carlton Ward,Florida Wild,≤100,2
The Hub Hand-to-Hand Recycling,These ads ran without a disclaimer,≤100,1
Jefferson Healthcare,These ads ran without a disclaimer,≤100,1
ACLU of Kentucky,ACLU of Kentucky,≤100,1
Fine Political Items,Fine Political Items,≤100,5
Delegate Hala Ayala,and Authorized by Ayala for Delegate,≤100,1
Election Marketplace,Election Marketplace,≤100,1
JP Progressives,JP Progressives,≤100,1
Leasecoolstuff,Orlando Williams,≤100,3
Women's March on Washington - Indiana,Women's March - Indiana,≤100,1
LD 10 Democrats of Pima County,LD10 Pima Democratic Committee,≤100,1
Libertarian Party of Broward County,Libertarian Party of Broward County,≤100,1
Coalition for Spiritual and Public Leadership,Coalition for Spiritual and Public Leadership (CSPL),≤100,1
Vote Pavey For Mayor,The I Like Mike Committe,≤100,1
Community of Hope,Community of Hope,≤100,1
Renewable Energy Long Island,"Renewable Energy Long Island, a not-for-profit renewable energy organization",≤100,1
Missio USA,These ads ran without a disclaimer,≤100,2
AARP Wyoming,AARP Wyoming,≤100,1
WPGC 95.5,These ads ran without a disclaimer,≤100,1
Hopkins House,These ads ran without a disclaimer,≤100,1
Iowa Term Limits,U.S. Term Limits,≤100,1
UMich Republicans,College Republicans at the University of Michigan,≤100,3
Bamboozled.com,Bamboozled,≤100,1
Leyden Democrats,Democratic Party of Leyden Township,≤100,2
Councilman Patrick Roff,Patrick Roff,≤100,1
Steve Barnett for Franklin Mayor,Elect Steve Barnett,≤100,1
Our Village Voice,Iljosa Dobler,≤100,1
Meet Me at the Well Foundation,Meet me at the Well,≤100,1
Executive Warren C. Evans,Wayne County,≤100,2
Splashing Apparel,These ads ran without a disclaimer,≤100,2
Allied Marketing Insurance Your Local Agency for Florida Blue,These ads ran without a disclaimer,≤100,2
McCaskill For Mayor City of Harvey 2019,Anthony L. McCaskill for City of Harvey Mayor,≤100,2
Indivisible: Ohio District 12,"Indivisible OH12, a voluntary organization.",≤100,1
OxGrove Democrats,OxGrove Democrats,≤100,1
Not My NRA,Not My NRA,≤100,1
Myfototees,These ads ran without a disclaimer,≤100,1
Let Africa Live,Let Africa Live,≤100,8
Gulfport-Biloxi International Airport,Gulfport-Biloxi International Airport,≤100,1
Threshold to New Life,"Richard Bahr, co-founder of Threshold to New Life",≤100,1
Bill Hartzer,Bill Hartzer,≤100,1
Springfield CLEAN,Springfield CLEAN,≤100,1
Steel City Solar,Steel City Solar,≤100,1
"One Flag, One America","One Flag, One America",≤100,1
Day By Day Warming Shelter,These ads ran without a disclaimer,≤100,1
Good Dirt LA,These ads ran without a disclaimer,≤100,1
David Turner - Walton Verona Board of Education Member,David Turner,≤100,2
Russ Fulcher for Congress,Russ Fulcher for Idaho,≤100,1
Texas Local News,These ads ran without a disclaimer,≤100,6
Fix 5 Now,Identity Clark County,≤100,1
DCReport,"by DCReport Media and are placed by their contracted consultant, Scout Monkeys Media..",≤100,1
Victor Insures You,These ads ran without a disclaimer,≤100,2
The Alaska Center,"The Alaska Center, 921 W 6th Avenue, Suite 200, Anchorage, Alaska 99501. Susan Klein, Chair. The top contributors to The Alaska Center (Anchorage, AK) are Sixteen Thirty Fund (Washington, DC), League of Conservation Voters (Washington, DC), Clay Frick (Haines, AK). This notice to voters is required by Alaska law: We certify that this literature is not author",≤100,2
1 Last Chance,1 Last Chance,≤100,1
Mike Corbett for Mayor,Mike Corbett for Mayor Committee,≤100,1
Church Life Journal,Church Life Journal,≤100,1
Moms Against Poverty,momsagainstpoverty,≤100,1
Clay County Electric Cooperative,Clay County Electric Cooperative,≤100,1
Taylor County Democratic Party,Taylor County Democratic Party,≤100,1
Plan B to Save Wolves,Plan B to Save Wolves,≤100,1
Clever Stride,Clever Stride,≤100,1
Transport Hartford Academy,Center for Latino Progress - CPRF nonprofit and nonpartisan organization,≤100,1
Blue Planet Eyewear,These ads ran without a disclaimer,≤100,2
Oklahomans For Trump,Oklahomans for Trump,≤100,1
Pomona Proud,"Gary Lawson, DPA",≤100,1
It's A Grind Coffee House,These ads ran without a disclaimer,≤100,1
Micah Ali,Micah Ali - Compton School Board 2019,≤100,1
"MSgt Manuel Jimenez, USAF, Retired",Manuel Jimenez,≤100,2
El Zol 107.9,These ads ran without a disclaimer,≤100,1
MonopolyWars,Jake Todd,≤100,1
"New England, New Energy","New England, New Energy",≤100,1
Trump.Community,These ads ran without a disclaimer,≤100,1
The Federal Practice Group,The Federal Practice Group,≤100,1
IProtest,Cleverson Lopes,≤100,1
PEDS,PEDS,≤100,2
Koreatown Youth and Community Center,Koreatown Youth and Community Center,≤100,1
Datboydyce,These ads ran without a disclaimer,≤100,1
Coral Reef Alliance,the Coral Reef Alliance,≤100,11
Vista Home Improvement,Vista Home Improvement,≤100,2
Mercedes-Benz of Arrowhead,These ads ran without a disclaimer,≤100,1
Save Folly Beach,Save Folly Beach,≤100,1
Bad Face Media Consulting,Bad Face Indigenous Media Consulting,≤100,2
RefugeeOne,RefugeeOne,≤100,3
Chalet View Lodge,These ads ran without a disclaimer,≤100,1
Cranes Tax Preparation,Ronald Ray for Cranes Tax Promotion,≤100,1
WestSlope Chapter Trout Unlimited,Westslope Trout Unlimited,≤100,1
Nurx,These ads ran without a disclaimer,≤100,1
Seatac Community Coalition,These ads ran without a disclaimer,≤100,1
Clean Energy Works for Nevada,CEWorks4NV,≤100,1
West Peoria Squirrels Of Anarchy,These ads ran without a disclaimer,≤100,1
Go McPherson,Go McPherson,≤100,1
Nature in the City,Nature in the City,≤100,2
Prankyz,These ads ran without a disclaimer,≤100,1
The Gazette,The Gazette,≤100,1
Renew Oregon,These ads ran without a disclaimer,≤100,3
Troops to Tech Los Angeles,These ads ran without a disclaimer,≤100,2
International Lifeline Fund,These ads ran without a disclaimer,≤100,1
Clila- Coalición De Líderes Latinos,CLILA-Coalicion de Lideres Latinos- Latino Leaders Coalition,≤100,1
Blue Shield of California Foundation,These ads ran without a disclaimer,≤100,1
Semper K9 Assistance Dogs,These ads ran without a disclaimer,≤100,1
Peter Amundson for City Council 2018,Peter Amundson for City Council 2018,≤100,4
Darbie Angell,Darbie Angell,≤100,1
Student Action with Farmworkers,These ads ran without a disclaimer,≤100,1
Friends of the San Juans,Friends of the San Juans,≤100,1
Garuka Bars,Garuka Bars,≤100,3
"Crosley Law Firm, P.C.",Crosley Law Firm,≤100,1
Pancho Mexican Restaurant,These ads ran without a disclaimer,≤100,1
Montana Wilderness Association,Montana Wilderness Association,≤100,2
The Queens Head,The Queens Head,≤100,1
The Party for Socialism and Liberation Chicago,John Beacham,≤100,1
Iridescent,These ads ran without a disclaimer,≤100,1
Chris Coughlin - Johns Creek City Council Post 4,Christopher Coughlin,≤100,1
The Seneca Family of Companies,Seneca Family of Companies,≤100,1
Jason D. Knight,Jason Knight,≤100,1
Spokane Talks,Spokane Talks Media,≤100,1
Follow the Facts,Follow the Facts,≤100,1
Adam 4 Fort Collins,Adam 4 Fort Collins and Adam Eggleston,≤100,1
Citizen Action of New York,Citizen Action of New York,≤100,1
Train Waco,Train Waco,≤100,1
National Conversation Project,Listen First Project,≤100,2
Dairy Business Association,Dairy Business Association,≤100,1
Moore Charitable Foundation,These ads ran without a disclaimer,≤100,1
MS.Diva,These ads ran without a disclaimer,≤100,1
Noticias Xtra,Noticias Xtra Media,≤100,2
NINE MUSES,These ads ran without a disclaimer,≤100,1
Mark Beltavski,Mark Beltavski,≤100,1
TonoLatino,TonoLatino,≤100,2
Metro Weekly,Metro Weekly,≤100,2
ERLC,These ads ran without a disclaimer,≤100,5
"The Law Offices of Barry Feinstein & Affiliates, P.C.",The Law Offices of Barry Feinstein & Affiliates PC,≤100,1
Persistiny,Persistiny,≤100,1
Gongwer News Service Michigan,"Gongwer News Service, the leading nonpartisan, independent source for news and information on state government and politics.",≤100,2
Guinn Center for Policy Priorities,Guinn Center,≤100,2
Munroe Falls City Councilman Mike Barnes,Michael Barnes - Munroe Falls City Council at Large 517 Park Ridge Dr Munroe Falls Ohio 44262,≤100,3
"Law Office of Miriam Cooper & Associates, LLC",These ads ran without a disclaimer,≤100,1
Realty Executives Liberty,These ads ran without a disclaimer,≤100,1
Audubon Society of Portland,Audubon Society of Portland,≤100,1
Homeless Prevention Council of Lower Cape Cod,Homeless Prevention Council,≤100,1
Latino News,Latino News,≤100,1
Federal Laboratory Consortium Southeast Region,These ads ran without a disclaimer,≤100,1
"Treasure Coast Community Health, Inc. (TCCH)","Treasure Coast Community Health, Inc.",≤100,1
College Promise Campaign,Civic Nation,≤100,1
Mod3rn Media Magazine,Mod3rnMedia,≤100,1
Stars Stripes and Strings,Stars Stripes and Strings Inc,≤100,2
Bridges to Change,These ads ran without a disclaimer,≤100,1
Simmy Skincare,These ads ran without a disclaimer,≤100,2
Global Conservation Force,Global Conservation Force Sponsor,≤100,1
Strong Towns Shreveport,Strong Towns Shreveport,≤100,2
It's All About Madison,These ads ran without a disclaimer,≤100,2
Virginia Interfaith Center for Public Policy,Virginia Interfaith Center for Public Policy,≤100,2
American Heart Association - Montana,the American Heart Association,≤100,1
Vince Juaristi,Vince Juaristi,≤100,3
"Erie Cattaraugus Rail Trail, Inc.","Erie Cattaraugus Rail Trail, Inc.",≤100,1
Native American Community Awareness,Native American Community Awareness. *Please like and share this post,≤100,1
Weights 4 warriors,These ads ran without a disclaimer,≤100,1
Spiritual and Practical Socialism,Spiritual and Practical Socialism,≤100,4
THRIVE New England,THRIVE New England,≤100,1
Carmen Huertas-noble,These ads ran without a disclaimer,≤100,1
Farmer's Footprint,Farmer's Footprint,≤100,1
Nurse Recruiter,These ads ran without a disclaimer,≤100,1
East Coast Diesel LLC,These ads ran without a disclaimer,≤100,1
Christian Women for Israel,These ads ran without a disclaimer,≤100,3
Douglas Law Firm,"Douglas & Hedstrom, P.A.",≤100,1
Michigan Association of State Universities,The Michigan Association of State Universities,≤100,2
Shah4Dunlap,Vaibhav Shah,≤100,2
Wilderness Workshop,Wilderness Workshop,≤100,1
Patiño for City Council,Patiño for City Council 2018,≤100,1
Miracle Making Ministries,Dr. R. L.Williams,≤100,1
Bass Fishing Gifts,Bass Fishing Gift Shop,≤100,1
Blanchet House and Farm,These ads ran without a disclaimer,≤100,2
Nicole Ivey Photography,These ads ran without a disclaimer,≤100,1
Senator Jason Lewis,The Committee to Elect Jason Lewis,≤100,1
Kittitas Conservation Trust,Kittitas Conservation Trust,≤100,1
Vail Valley Partnership,Vail Valley Partnership,≤100,1
Legal Action of Wisconsin,Legal Action of WI,≤100,12
Alderman Brian Hopkins,Damen Media Group,≤100,1
Bird Conservation Fund,Aaron Maizlish,≤100,1
Big Grove Brewery & Taproom - Iowa City,These ads ran without a disclaimer,≤100,1
Positively Osceola,Elijah Web Solutions powering Positively Osceola,≤100,2
Journal-News,Journal-News,≤100,7
Build a School in Burma,"Partners for Better Futures, a 501(c)(3) tax-exempt organization, US federal tax ID number 82-2274818.",≤100,2
Charlie Geren,Charlie Geren Campaign,≤100,1
Bernheim Arboretum and Research Forest,These ads ran without a disclaimer,≤100,1
Oklahoma Attorneys Mutual Insurance Company,Oklahoma Attorneys Mutual Insurance Company,≤100,2
Arkansas Money & Politics,This is not an ad. It's news.,≤100,2
94.7 the Drive,These ads ran without a disclaimer,≤100,1
Journey of Hope Inc.,These ads ran without a disclaimer,≤100,1
North Denver News,North Denver News,≤100,1
Nuts & Dolts,Nuts & Dolts,≤100,1
Blue Media Project,Blue Media Project,≤100,1
Volunteers of America Ohio & Indiana,Volunteers of America Ohio & Indiana,≤100,1
The Little Gym of Arlington/Mansfield,The Little Gym of Arlington/Mansfield,≤100,1
Alegría Tea Company LLC,Natalie PunKay,≤100,1
Easterseals Nevada,These ads ran without a disclaimer,≤100,1
Blackstone Films,Blackstone Films,≤100,1
The Philosopher's Shirt,These ads ran without a disclaimer,≤100,9
Right On Campus Inc.,Right on Campus Inc.,≤100,1
Kellie Sells Nashville / Crye-Leike Realtors / 901.550.2558,These ads ran without a disclaimer,≤100,1
Brian Joondeph,Brian Joondeph,≤100,1
The Good Men Project,Good Men Media Inc.,≤100,2
Earthcomix,Edward Cramer,≤100,2
"Tasha Lowery, Draper City Council","Tasha Lowery, Draper City Council",≤100,1
Ralph Ellison Foundation,The Ralph Ellison Foundation,≤100,1
World Resources Institute,World Resources Institute,≤100,1
Fun with Politics and Religion,Fun with Politics and Religion,≤100,2
Democrashirts,Democrashirts,≤100,1
Print More Spend Less,"Print More, Spend Less",≤100,1
Immigrant Allies of Marshalltown,Immigrant Allies of Marshalltown,≤100,1
Political Institute for Women,Political Institute for Women,≤100,1
Send Relief,Send Relief,≤100,2
Unsilenced Voices,Unsilenced Voices,≤100,3
Pens and Needles,These ads ran without a disclaimer,≤100,1
Belmont Councilmember Charles Stone,Charles Stone for Belmont City Council 2018,≤100,1
Arena,The Arena PAC,≤100,1
Safe Reach Vehicle Wallet,Safe Reach Vehicle Wallet,≤100,1
Renew Missouri,Renew Missouri,≤100,1
Citizens Research Council of Michigan,Citizens Research Council of Michigan,≤100,1
Moore Township Democrats,Moore Township Democrats,≤100,2
Kansas Leadership Center,Kansas Leadership Center,≤100,1
Representative John H. Wills,John H. Wills,≤100,1
Hautest Health,Hautest Health,≤100,1
Roberto Prats,This page is only to promote the image of the possible candidacy for the government of Roberto Prats Palerm.  Any other use must be reported.  This page complies with all the Electoral Laws of Puerto Rico and the United States.,≤100,1
Morro Bay Drug & Gift,Morro Bay Drug & Gift,≤100,1
Bayou Performance,These ads ran without a disclaimer,≤100,2
Deplorable K.A.G Nation,These ads ran without a disclaimer,≤100,3
Highlands County Republican Party,Highlands County Republican Executive Committee,≤100,1
Galapagos Conservancy,These ads ran without a disclaimer,≤100,1
GiveTide,GiveTide,≤100,2
Ventures ATL,These ads ran without a disclaimer,≤100,1
The Testimony I Never Wanted - Amy Blackwell,These ads ran without a disclaimer,≤100,2
Delegate T Scott Garrett,Friends of Scott Garrett,≤100,1
CAIR Central California,CAIR Central California,≤100,2
La Isla Magazine,La Isla Magazine,≤100,1
Donna McLeod,Donna McLeod,≤100,1
Barrel Bag,Barrel Bag,≤100,1
North Dakota For Life,North Dakota For Life,≤100,1
Conservation Northwest,Conservation Northwest,≤100,2
Sportsmen for the Boundary Waters,Boundary Waters Trust,≤100,1
Arrow Material Handling Products,Arrow Material Handling Products,≤100,1
Taller 2C1,These ads ran without a disclaimer,≤100,1
DG Gabber - Downers Grove Community Website,DGGAB,≤100,1
Semilla Nativa,These ads ran without a disclaimer,≤100,1
Alexandria Renew Enterprises,Alexandria Renew Enterprises,≤100,1
